UDI,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,y
8866,L,297.9,309.0,1290,49.8,43,0
8994,M,297.2,307.9,1632,37.5,156,0
2769,L,300.0,309.5,1675,30.2,11,0
2159,M,299.5,309.0,1399,49.7,207,0
711,M,297.5,308.7,1697,28.1,107,0
8851,L,297.6,309.0,1491,43.2,7,0
9470,L,298.6,309.4,1698,33.2,147,0
7825,L,299.9,311.3,1535,38.1,160,0
2417,L,299.0,308.4,1571,38.6,5,0
8713,L,297.2,308.6,1652,32.1,52,0
4506,L,302.4,310.1,1426,46.8,95,0
7178,L,300.2,310.2,1415,49.6,21,0
4510,L,302.4,310.1,1429,43.7,104,0
7561,M,300.3,311.3,1377,53.8,125,0
7972,L,301.0,312.1,1405,46.1,79,0
9854,L,298.6,309.4,1525,37.8,54,0
2432,M,298.9,308.2,1411,51.3,43,0
9759,L,298.6,309.8,2271,16.2,218,1
5380,L,302.9,312.4,1446,41.7,196,0
1429,L,298.8,309.9,1568,33.7,13,0
6615,L,301.7,310.6,1660,28.7,66,0
1211,L,297.0,308.1,1537,39.0,103,0
3194,L,300.0,309.1,1401,44.5,0,0
2105,M,299.3,309.1,1600,35.3,52,0
5040,H,304.1,313.3,1689,32.5,134,0
858,M,296.1,307.1,1350,53.3,22,0
7988,H,301.0,312.2,1489,40.3,117,0
821,L,296.7,307.6,1516,37.4,146,0
1024,L,296.2,307.3,1881,24.3,40,0
8975,L,296.8,307.5,1474,42.4,107,0
5409,L,302.6,312.4,1628,33.0,15,0
5351,M,303.4,312.8,1622,35.1,107,0
6011,H,300.7,310.7,1428,43.4,26,0
6878,M,300.8,311.2,1488,40.1,87,0
3892,L,302.2,311.1,1418,47.0,61,0
9824,M,298.5,309.3,1488,43.7,189,0
9379,L,297.6,308.3,1816,28.8,106,0
6308,L,301.0,310.3,1617,34.5,126,0
9077,L,297.2,308.1,1474,44.3,152,0
3280,L,301.2,309.9,1382,52.4,13,0
5499,M,302.9,312.5,1903,21.2,23,0
5564,M,302.3,311.7,1640,31.5,199,0
3017,L,300.5,309.8,1441,48.8,200,0
9987,M,298.8,308.6,1507,42.3,207,0
332,M,297.6,308.4,1391,51.9,218,0
3676,M,302.1,311.5,1866,23.1,159,0
4065,L,301.9,310.7,1480,47.1,68,0
4433,L,302.4,310.2,1445,46.4,125,0
876,M,295.8,306.3,1444,45.5,76,0
6538,M,301.3,310.5,1481,39.7,85,0
4127,M,302.0,310.6,1623,34.3,9,0
1372,M,298.7,310.3,1495,38.7,88,0
2938,L,300.7,309.6,1810,26.0,195,0
9318,L,298.5,309.5,1480,38.1,160,0
5315,L,303.6,312.8,1701,30.8,12,0
421,M,297.3,308.3,1301,39.6,5,0
140,L,298.8,308.6,1268,55.8,155,0
9464,M,298.5,309.3,1552,36.8,133,0
5008,L,303.8,312.9,1442,48.3,52,0
3936,M,302.6,311.6,1227,68.2,187,1
5251,L,303.5,312.9,1332,52.9,66,0
9908,M,298.6,309.1,1487,43.2,206,0
3839,L,302.4,311.1,1880,24.5,156,0
5247,L,303.5,313.0,1465,41.0,56,0
2848,L,300.4,309.3,1525,39.6,202,0
7933,L,300.7,311.8,1478,41.9,207,0
1975,L,298.0,307.6,1450,48.7,138,0
7198,L,300.0,310.0,1486,41.8,69,0
357,M,297.6,308.4,1398,48.9,63,0
1530,L,298.1,309.0,1557,36.0,56,0
839,H,296.6,307.4,1406,41.5,189,0
4208,M,302.3,310.9,1710,30.4,218,1
5398,M,302.8,312.3,1416,42.7,241,0
3177,L,300.3,309.6,1435,45.4,181,0
3432,L,301.6,310.7,1429,43.6,176,0
1581,M,298.3,308.4,1444,47.5,178,0
5490,L,302.6,312.1,1499,35.0,215,0
2247,L,299.3,308.4,1406,47.4,3,0
4810,L,303.4,312.2,1656,32.7,195,0
7629,L,300.5,311.7,1619,32.7,85,0
7391,M,299.7,310.5,1490,41.2,126,0
7984,L,301.0,312.2,1601,33.0,109,0
1633,L,297.9,307.9,1426,43.6,89,0
2349,L,299.2,308.4,1436,41.8,28,0
1950,M,298.1,308.0,1543,41.9,73,0
9059,M,297.2,308.3,1326,57.2,100,0
8654,M,297.4,308.3,1335,57.9,113,0
8161,M,299.7,311.1,1618,30.3,125,0
3431,H,301.6,310.6,1821,26.2,171,0
4245,L,302.4,310.9,1469,39.6,86,0
9179,L,297.8,309.0,1340,56.9,6,0
286,L,298.2,308.3,1568,36.0,92,0
1881,L,298.1,307.7,1705,29.1,109,0
6319,M,300.9,310.3,1416,50.9,152,0
5942,L,300.6,310.7,1438,48.5,78,1
4920,L,303.3,312.2,1506,40.0,50,0
5526,M,302.6,312.0,1363,45.7,91,0
5907,L,300.7,310.3,1533,35.6,198,0
1592,L,298.2,308.4,1355,49.4,209,0
1414,M,298.7,309.8,1528,36.7,197,0
2627,L,299.7,309.4,1650,29.8,93,0
2421,H,298.8,308.2,1450,44.7,14,0
6510,L,301.1,310.1,1564,36.8,7,0
4352,L,301.8,309.6,1432,43.7,138,0
8992,M,297.3,308.0,1598,29.4,148,0
5001,L,303.7,312.8,1832,23.6,35,0
1957,M,297.9,307.7,1364,46.8,89,0
3907,L,302.3,311.2,1297,62.5,109,0
3962,M,302.2,311.4,1642,32.1,42,0
8721,L,297.3,308.8,1554,36.1,70,0
9677,L,299.0,310.1,1886,21.2,13,0
3455,L,301.5,310.4,1918,21.8,9,0
7087,L,300.6,310.4,2514,13.4,215,0
393,M,297.6,308.5,1490,43.4,154,0
1017,M,296.3,307.2,1319,68.3,24,1
9615,M,299.1,310.3,1441,43.9,94,0
8201,L,299.3,310.8,1426,42.4,0,0
8576,M,297.6,308.3,1648,29.1,134,0
4784,L,303.7,312.5,1641,36.0,125,0
1651,M,298.0,307.9,1417,51.0,137,0
8726,M,297.1,308.5,1515,42.1,81,0
2558,M,299.4,309.1,1440,50.0,134,0
7760,L,300.4,311.8,1272,59.2,198,1
6598,L,301.5,310.6,1481,46.8,20,0
3830,H,302.3,310.9,1366,48.4,130,1
1516,M,298.2,308.9,1614,35.5,15,0
788,L,296.9,308.1,1435,45.3,62,0
7470,L,300.3,311.6,1607,33.5,109,0
5136,L,304.1,313.3,1883,24.5,190,0
4943,L,303.5,312.6,1602,34.2,108,0
4866,M,303.5,312.3,1624,34.8,121,0
9566,M,299.8,311.1,1498,38.1,176,0
3734,L,302.2,311.1,1470,39.6,97,0
1346,L,298.5,310.0,1804,26.1,22,0
9980,L,298.5,308.3,1334,49.8,186,0
2688,L,299.9,309.4,1348,52.8,31,0
3917,L,302.6,311.6,1453,37.0,135,0
1485,M,298.0,309.0,1562,39.2,155,0
1353,M,298.7,310.2,1598,33.3,36,0
8846,M,297.4,308.9,1348,59.1,201,0
1777,L,298.5,308.1,1564,31.1,34,0
531,M,297.6,309.5,1709,32.2,65,0
8187,L,299.7,311.0,1827,25.4,194,0
6404,L,300.1,309.6,1649,33.6,168,0
5074,M,304.0,313.0,1454,46.8,30,0
2112,L,299.4,309.0,1436,47.9,75,0
717,H,297.4,308.6,1420,45.8,120,0
7855,L,300.3,311.8,1551,37.2,9,0
6039,L,300.7,311.0,1496,38.3,99,0
5343,M,303.5,312.8,1375,45.7,89,0
3571,H,301.8,310.6,1441,46.3,100,0
4790,L,303.8,312.8,1646,35.8,143,0
4636,M,303.0,311.2,1614,35.7,207,0
8810,L,297.3,308.5,1503,43.3,90,0
9228,L,298.0,309.1,1473,44.3,124,0
369,L,297.5,308.4,1489,39.5,96,0
2695,M,300.1,309.6,1625,38.0,46,0
9312,L,298.4,309.4,1540,43.2,141,0
3023,L,300.5,309.6,1760,30.6,213,0
6413,L,300.4,310.0,1423,44.2,189,0
2445,L,299.2,308.6,1267,68.2,76,1
9716,L,299.1,310.1,1373,55.6,108,0
446,L,297.5,308.6,1793,26.7,70,0
6350,L,300.1,309.8,1506,35.2,21,0
8411,L,298.5,309.5,1548,44.5,132,0
9519,L,299.0,310.1,1580,41.9,55,0
6460,M,300.6,310.0,1397,55.2,90,0
13,M,298.6,309.1,1339,51.1,34,0
9171,L,297.7,308.7,1474,46.8,188,0
6022,L,300.7,310.8,1814,21.4,59,0
671,L,297.6,309.0,1822,25.4,202,0
1196,M,297.0,308.0,1408,47.9,54,0
5186,L,304.0,313.0,2012,21.1,115,0
1799,M,298.0,307.5,1431,52.9,92,0
5600,M,302.7,312.0,1652,31.0,81,0
927,L,295.6,306.1,1372,55.6,215,1
2821,L,300.2,309.5,1436,48.8,135,0
1013,M,296.1,307.1,1433,38.5,14,0
2948,L,300.7,309.5,1592,29.0,17,0
4927,L,303.4,312.3,1502,36.0,69,0
2225,M,299.7,309.0,1645,31.9,155,0
3306,M,301.3,310.4,1577,48.3,78,0
7081,L,300.7,310.4,1543,47.3,203,0
7968,M,301.0,312.2,1629,32.6,69,0
9745,L,298.8,310.1,1574,36.2,181,0
2434,L,299.0,308.3,1441,44.0,48,0
1407,L,298.9,310.1,1442,48.0,181,0
9876,M,298.9,309.8,1363,50.6,115,0
2229,H,299.4,308.6,1542,41.8,166,0
9,M,298.3,308.7,1667,28.6,18,0
360,M,297.6,308.3,1567,34.6,71,0
133,M,298.7,308.4,1441,43.2,132,0
7403,M,299.8,310.8,1463,43.5,156,0
3613,L,301.7,310.8,1622,37.8,0,0
3466,M,301.8,310.7,1383,45.7,44,0
4394,M,302.2,310.1,1572,34.6,17,0
9214,L,298.0,309.0,1679,32.4,90,0
6785,M,301.3,310.7,1391,52.5,61,0
3575,L,301.7,310.6,1406,46.0,112,0
2084,H,299.4,309.3,1743,28.2,0,0
8373,M,298.8,309.7,1448,44.8,31,0
5927,L,300.2,310.1,1440,51.1,41,0
1005,H,296.3,307.2,1424,42.0,196,0
7161,M,300.2,310.1,1485,40.5,188,0
1759,L,298.1,307.4,1608,33.9,193,0
5290,M,303.9,313.3,1507,34.3,161,0
6652,M,301.5,310.4,1276,55.6,158,0
7405,L,299.8,310.8,1553,32.2,161,0
8698,L,297.3,308.6,1505,33.5,14,0
4183,L,302.4,310.7,1362,54.8,155,1
5321,L,303.4,312.7,1363,45.5,26,0
8949,M,297.4,308.3,1483,41.9,47,0
1227,L,297.1,308.4,1488,42.5,146,0
802,L,296.9,307.8,1285,52.1,100,0
319,L,297.8,308.4,1512,39.9,181,0
9512,L,299.1,310.3,1449,40.7,40,0
693,L,297.7,309.1,1479,42.1,58,0
5121,M,304.2,313.6,1424,43.7,151,0
1525,L,298.2,309.0,1601,35.8,43,0
1190,M,297.2,308.3,1794,27.5,38,0
276,L,298.0,308.0,1401,54.7,65,0
274,L,298.1,308.0,1426,46.0,61,0
2494,M,299.0,308.8,1418,45.7,204,0
2923,L,300.8,309.7,1481,38.1,153,0
9028,M,297.4,308.3,1444,44.0,18,0
5798,L,301.6,311.0,1431,42.6,158,0
3848,M,302.3,311.0,1450,45.7,175,0
3151,L,300.4,309.8,1513,32.9,117,0
8534,M,298.6,309.4,1465,41.1,30,0
4799,L,303.5,312.5,1457,46.4,168,0
6247,H,300.8,310.3,1457,46.8,182,0
3702,L,302.1,311.2,1417,48.0,13,0
5539,M,302.3,311.8,1879,23.0,124,0
3004,M,300.6,309.9,1449,42.4,169,0
8309,L,298.7,310.1,1401,45.3,67,0
6382,L,300.2,309.7,1771,27.1,104,0
7135,M,300.5,310.0,1406,50.2,119,0
9736,L,299.0,310.1,1444,47.7,161,0
966,L,295.8,306.6,1508,46.5,99,0
9288,L,298.2,308.9,1709,28.1,81,0
2780,L,300.1,309.5,1353,50.9,34,0
2353,M,299.3,308.5,1422,45.4,37,0
2463,L,298.9,308.5,1742,34.5,117,0
3140,H,300.4,309.9,1513,38.7,76,0
4131,L,301.9,310.4,1286,62.8,22,1
7750,L,300.4,311.6,1674,33.0,172,0
9925,M,298.5,308.6,1384,54.4,44,0
6795,L,301.3,310.8,1428,55.2,88,0
8320,L,298.7,309.7,1393,45.7,99,0
7513,M,300.5,311.8,1636,34.4,2,0
4145,L,301.8,310.1,1738,28.0,58,0
8016,M,301.0,312.0,1558,37.5,190,0
875,L,295.9,306.4,1575,28.5,74,0
624,L,298.4,310.1,1926,23.7,83,0
9418,H,298.1,308.4,1515,43.8,6,0
2306,H,299.2,308.5,1342,47.5,147,0
6007,M,300.6,310.5,2156,18.0,16,0
2049,L,299.3,309.2,1465,41.5,127,0
5514,M,302.8,312.2,1452,50.3,60,0
5726,M,302.3,311.8,1557,34.1,185,0
9682,M,299.1,310.1,1412,44.4,24,0
9792,M,298.5,309.4,1521,37.5,94,0
3337,L,301.6,310.8,1535,35.4,148,0
4217,L,301.9,310.7,1370,50.3,20,0
7887,M,300.6,312.2,2174,18.5,95,0
4598,M,303.0,311.1,1490,43.0,108,0
1954,L,297.9,307.7,1593,34.9,83,0
840,M,296.5,307.4,1565,43.5,194,0
5843,L,301.4,311.2,1355,50.6,37,0
3190,L,300.1,309.1,1551,33.7,214,0
4200,M,302.5,311.1,1638,32.0,198,0
3658,L,302.1,311.5,1477,45.4,111,0
4206,L,302.3,310.8,1723,26.3,213,0
4654,M,303.1,311.1,1594,35.5,13,0
9017,L,297.3,308.2,1396,52.7,212,1
7306,M,300.0,310.5,1790,25.7,123,0
2307,L,299.1,308.6,1260,57.8,152,0
7751,L,300.4,311.7,1444,51.2,174,0
3534,L,302.0,311.0,1563,36.2,8,0
2272,L,299.2,308.5,1821,26.1,69,0
5275,L,303.6,313.0,1617,30.9,122,0
2639,L,299.8,309.5,1739,27.5,128,0
1027,L,296.4,307.4,1512,36.8,46,0
887,L,295.7,306.2,1458,40.6,103,0
9897,M,298.8,309.3,1618,35.1,173,0
1575,L,298.2,308.2,1478,50.1,166,0
5713,L,302.2,311.7,1330,54.6,154,0
9024,L,297.4,308.3,1706,30.9,9,0
2907,L,300.6,309.3,1409,38.7,115,0
826,L,296.6,307.3,1474,40.0,158,0
3666,M,302.4,311.8,1358,50.6,133,0
8973,M,296.8,307.4,1455,49.9,102,0
2439,M,299.1,308.4,1330,53.6,62,0
9785,M,298.7,309.8,1435,48.8,71,0
6127,L,300.9,310.9,1370,52.5,107,0
1974,L,297.9,307.6,1747,25.3,136,0
3468,L,301.8,310.7,1461,44.2,49,0
7728,M,300.7,311.9,1657,30.9,116,0
2966,M,300.7,309.5,1838,24.9,66,0
973,L,295.8,306.6,1644,35.2,115,0
1260,M,297.5,308.9,1280,48.5,19,0
1148,M,297.1,308.0,1690,25.6,159,0
2781,M,300.2,309.6,1556,35.8,36,0
5477,M,302.6,312.1,1445,42.0,181,0
4141,L,301.7,310.2,1331,61.2,47,1
7337,H,299.9,310.5,1549,42.8,208,0
599,L,297.7,309.6,1480,47.9,18,0
4513,M,302.5,310.3,1411,49.5,110,0
2574,L,299.5,309.2,1499,41.5,175,0
4988,M,303.7,313.0,1303,54.4,2,0
7508,L,300.5,311.9,1750,28.3,207,0
6002,M,300.4,310.2,1380,47.3,5,0
2205,M,299.7,309.1,1352,46.1,102,0
5671,L,302.2,311.5,1424,45.2,39,0
5552,H,302.4,311.9,1366,47.3,162,0
675,L,297.8,309.0,1456,41.2,0,0
8543,H,298.4,309.4,1512,35.3,51,0
4195,L,302.4,311.0,1423,46.2,186,0
9703,L,298.9,310.0,1633,31.2,76,0
9362,L,298.0,308.6,1610,33.1,56,0
4986,M,303.8,313.0,1789,23.5,215,0
467,L,297.2,308.5,1550,41.5,125,0
9219,L,297.7,308.8,1354,50.2,103,0
8225,L,299.1,310.5,1496,35.2,60,0
6302,M,301.2,310.6,1576,39.6,109,0
1192,M,297.2,308.3,1776,28.0,43,0
4960,L,303.8,312.6,1735,25.9,154,0
2426,L,298.8,308.1,1472,53.5,28,0
3338,L,301.6,310.8,1564,34.1,150,0
2885,L,300.6,309.6,1409,42.4,57,0
8529,L,298.4,309.3,1512,35.8,18,0
8659,L,297.4,308.5,1496,36.4,126,0
4160,M,302.0,310.5,1639,32.9,94,0
4027,M,302.1,311.0,1574,34.1,215,0
2609,L,299.5,309.3,1409,44.7,46,0
793,L,296.8,307.8,1373,42.9,74,0
252,M,298.0,308.2,1466,42.6,2,0
4703,L,303.6,311.8,1222,66.8,148,1
1119,L,296.5,307.5,1443,41.8,87,0
4424,M,302.6,310.2,1563,39.0,97,0
8630,H,297.5,308.5,1557,39.1,47,0
6532,H,301.2,310.7,1656,26.2,64,0
25,M,299.0,309.4,1561,37.3,70,0
5680,M,302.2,311.7,1466,49.0,66,0
7664,L,300.5,311.6,1385,54.8,173,0
40,L,298.8,309.1,1350,52.5,111,0
7481,M,300.2,311.4,1570,35.3,138,0
3963,L,302.4,311.5,1785,24.8,45,0
1566,L,298.0,308.2,1459,42.1,146,0
4033,L,302.0,310.8,1383,50.3,231,1
6310,L,300.9,310.2,1382,50.4,131,0
3034,M,300.6,309.7,1934,22.8,15,0
871,L,295.8,306.4,1325,56.2,65,0
2659,L,300.0,309.4,1395,44.5,181,0
3420,L,301.5,310.5,1611,33.8,144,0
4791,L,303.8,312.8,1443,40.7,145,0
60,L,298.8,309.1,1378,54.4,165,0
5917,L,300.6,310.2,1555,41.9,19,0
6569,L,301.3,310.6,1521,36.3,166,0
7581,L,300.4,311.3,1495,51.2,175,0
170,L,298.4,308.3,1318,59.1,22,0
976,M,296.0,306.6,1628,36.8,121,0
6132,H,301.0,311.0,1640,37.6,118,0
9245,L,298.3,308.8,1767,27.3,168,0
280,L,298.0,308.1,1819,23.4,78,0
7697,H,300.6,311.5,1282,60.2,24,0
2830,L,300.3,309.3,1612,36.0,158,0
3751,L,302.3,311.1,1589,29.9,141,0
1877,L,298.3,308.0,1242,62.0,98,0
1576,L,298.2,308.3,2057,18.0,168,0
1972,L,297.9,307.6,1298,52.7,132,0
3532,M,301.9,310.9,1641,33.2,3,0
547,L,297.5,309.4,1809,24.3,110,0
2663,M,299.9,309.4,1483,38.1,193,0
1951,M,298.0,307.9,1479,47.6,76,0
7687,M,300.7,311.7,1504,36.9,229,0
1635,H,297.9,307.9,1406,58.5,93,0
7485,M,300.3,311.6,1312,53.4,151,0
3425,L,301.5,310.5,1593,32.9,155,0
9282,L,298.2,308.9,1336,45.0,66,0
5107,L,304.0,313.3,1519,36.7,117,0
5647,M,302.4,311.8,1644,37.2,195,0
2613,L,299.4,309.1,2421,14.2,57,0
2528,L,298.8,308.5,1450,50.8,57,0
6932,M,300.8,311.4,1521,39.9,15,0
848,L,296.4,307.4,2833,5.6,213,1
291,L,298.1,308.4,1438,45.6,105,0
9141,L,297.5,308.5,1373,39.9,110,0
2910,L,300.7,309.6,1500,44.1,122,0
6962,M,300.7,311.0,1378,41.2,93,0
4421,H,302.6,310.2,1873,21.3,87,0
2693,L,300.1,309.7,1641,30.4,41,0
7826,M,299.9,311.2,1579,35.5,162,0
733,L,297.2,308.6,1924,22.1,163,0
1694,H,298.0,307.5,1683,27.8,26,0
8524,H,298.3,309.3,1529,41.7,5,0
7533,M,300.0,311.3,1629,32.1,55,0
6171,H,300.8,310.5,1559,40.1,220,0
2702,L,299.9,309.2,1333,50.8,61,0
4566,H,302.7,310.8,1275,55.0,25,1
2916,L,300.5,309.5,1255,62.1,138,0
8272,L,299.1,310.7,1309,51.1,188,0
1935,L,298.1,307.9,1698,33.3,40,0
1563,L,298.2,308.3,2216,16.8,139,0
347,M,297.5,308.3,1459,45.2,34,0
2861,H,300.6,309.4,1463,49.2,235,0
5224,M,303.9,313.2,1350,47.2,2,0
4146,M,301.8,310.3,1465,46.5,60,0
7554,L,300.3,311.3,1505,39.6,107,0
6118,L,300.8,311.0,1578,44.4,86,0
9231,L,298.2,309.2,1922,22.6,132,0
8624,M,297.5,308.3,1476,45.6,31,0
1822,L,298.1,307.6,1354,43.3,155,0
8873,M,297.9,309.1,1614,38.1,62,0
6079,L,300.8,310.7,1339,59.1,203,1
9606,M,298.9,310.1,1484,37.9,73,0
2048,L,299.3,309.2,1775,24.2,125,0
1672,L,298.1,307.9,1614,35.8,196,0
1984,M,298.0,307.6,1459,44.4,163,0
6174,L,300.8,310.7,1633,27.8,0,0
4548,M,302.5,310.4,1451,53.6,194,0
3006,L,300.5,309.9,1503,37.4,175,0
3827,H,302.3,310.8,1438,43.8,119,0
6567,L,301.3,310.6,1966,22.6,161,0
9251,H,298.3,309.0,1823,25.9,181,0
8130,L,300.0,311.3,1520,39.2,43,0
9167,M,297.6,308.6,1390,53.4,175,0
3994,L,302.3,311.3,1324,47.8,131,0
2170,L,299.5,309.1,1415,49.2,8,0
5423,M,302.7,312.4,1422,44.5,49,0
5646,M,302.5,312.0,1591,29.4,192,0
8375,L,298.8,309.7,1225,63.4,37,0
7471,L,300.4,311.6,1332,54.6,111,0
5595,L,302.6,311.9,1598,35.5,69,0
8795,M,297.4,308.5,1497,36.4,56,0
3750,L,302.4,311.1,1652,33.9,139,0
5447,L,303.1,312.9,1511,40.1,107,0
6994,M,300.7,311.0,1740,25.6,176,0
6370,H,300.0,309.5,1781,24.9,70,0
7677,L,300.6,311.7,1448,49.1,206,0
623,M,298.4,310.2,1725,32.0,80,0
8484,L,298.3,309.4,1618,31.5,108,0
3621,H,301.9,311.2,1474,41.8,18,0
545,M,297.5,309.4,1831,26.6,105,0
4689,L,303.5,311.6,1577,38.1,112,0
5348,L,303.3,312.7,1262,63.8,100,0
7417,M,300.1,311.2,1452,42.4,190,0
6481,L,300.7,309.9,1775,26.6,149,0
3478,L,301.8,310.7,1547,41.7,72,0
3428,L,301.6,310.6,1562,34.4,162,0
2252,H,299.1,308.3,1424,43.4,16,0
7636,L,300.3,311.4,1526,38.5,101,0
8000,M,300.9,312.1,1617,31.0,148,0
1132,L,296.8,307.9,1489,33.4,123,0
4012,L,302.2,311.1,1447,52.1,174,0
6289,L,301.0,310.5,1317,50.9,75,0
5197,H,303.9,313.0,1517,36.0,142,0
7247,L,299.9,310.1,1681,29.1,197,0
3718,H,302.3,311.4,1443,44.1,51,0
7553,L,300.3,311.3,1525,40.7,105,0
2091,L,299.5,309.2,1393,47.3,20,0
9426,M,298.1,308.6,1415,46.3,27,0
3029,L,300.5,309.5,1379,55.6,2,0
6223,H,301.1,310.8,1792,25.8,121,0
4686,M,303.6,311.8,1627,30.8,104,0
5699,L,302.5,311.9,1265,59.8,119,0
1704,M,298.1,307.8,1636,36.7,51,0
5757,M,302.0,311.5,1366,52.3,54,0
1531,L,298.1,309.0,1497,40.5,58,0
7669,L,300.6,311.8,1539,37.0,187,0
6946,M,300.8,311.4,1852,22.2,53,0
8362,L,298.6,309.5,1450,44.3,7,0
2725,M,299.8,309.3,1470,42.7,119,0
4681,L,303.6,311.7,1491,39.8,92,0
3803,M,302.2,310.9,1488,44.2,57,0
5181,L,304.0,313.2,1584,38.7,104,0
282,L,298.1,308.0,1626,36.5,83,0
7557,L,300.3,311.4,1471,37.0,114,0
2998,L,300.5,309.8,1345,62.7,153,0
3579,M,301.7,310.5,1625,35.9,121,0
3555,L,301.9,310.8,1525,43.2,62,0
3882,L,302.5,311.5,1521,44.1,37,0
1066,L,296.8,307.9,1718,25.2,148,0
9338,H,298.5,308.9,1500,40.3,207,0
5412,L,302.8,312.6,1462,39.4,22,0
3072,L,300.0,309.0,2174,16.9,112,0
2085,L,299.5,309.3,1442,46.2,5,0
8772,L,297.5,308.6,1536,39.0,202,0
1769,M,298.3,307.8,1485,42.0,13,0
439,L,297.4,308.4,1341,52.2,49,0
6053,L,300.9,311.0,2003,20.2,138,0
8439,L,298.6,309.8,1469,42.8,205,0
2117,M,299.4,309.0,1381,44.9,88,0
936,M,295.5,306.0,1641,36.6,21,0
4298,M,301.8,310.2,1609,34.2,217,0
551,L,297.4,309.2,1698,29.4,119,0
3976,H,302.4,311.5,1540,43.7,81,0
3774,M,302.4,311.1,1887,22.4,197,0
2295,L,299.4,308.8,1627,32.6,124,0
7845,L,300.1,311.7,1503,42.6,208,0
5930,L,300.3,310.2,1471,45.2,48,0
1184,L,297.3,308.4,1513,40.5,25,0
9616,M,299.0,310.2,1564,39.9,97,0
9455,L,298.4,309.2,1583,35.4,112,0
1442,L,298.8,309.9,1550,38.8,53,0
3667,M,302.3,311.6,1608,39.9,136,0
3747,H,302.5,311.3,1393,47.5,130,0
268,L,297.9,308.0,1954,21.1,42,0
534,L,297.5,309.3,1675,29.8,72,0
5158,H,304.1,313.3,1397,49.6,34,0
36,M,298.8,309.2,1452,48.6,98,0
1198,M,296.9,307.9,1441,47.6,60,0
5350,M,303.3,312.7,1642,33.6,104,0
7717,M,300.5,311.5,1378,48.2,82,0
7115,H,300.9,310.4,1457,43.8,69,0
6040,L,300.6,310.9,1433,42.6,101,0
1960,M,297.8,307.6,1352,49.4,102,0
8079,L,300.3,311.7,1571,31.2,123,0
8606,L,297.5,308.4,1633,33.3,213,0
8463,M,298.7,309.8,1501,44.7,48,0
7254,L,300.3,310.5,1522,39.1,217,0
6258,L,301.1,310.7,1376,49.1,0,0
1380,L,298.7,310.1,1620,34.8,112,0
8859,L,297.8,308.9,1506,33.5,26,0
9429,H,298.2,308.8,1837,28.4,34,0
6447,M,300.7,310.3,1471,40.2,59,0
4412,L,302.5,310.3,1688,31.6,66,0
9237,L,298.1,308.7,1556,31.6,145,0
1504,L,298.0,308.7,1771,26.2,206,0
5631,M,302.8,312.2,1615,32.9,159,0
6274,L,301.2,310.8,1711,28.9,38,0
1680,L,298.0,307.5,1792,27.9,217,0
5613,L,303.0,312.3,1486,42.4,112,0
1121,H,296.6,307.7,1654,31.0,91,0
6939,L,300.7,311.2,1452,44.4,33,0
296,M,298.1,308.6,1716,30.7,119,0
7733,L,300.6,312.0,1430,42.7,130,0
2040,M,299.0,308.9,1449,39.6,105,0
5281,L,303.6,312.9,1480,41.4,135,0
5871,L,301.5,311.1,2055,16.8,105,0
1964,L,297.7,307.5,1379,43.3,111,0
1520,M,298.2,308.9,1512,38.5,28,0
210,L,298.4,308.6,1477,44.0,124,0
6355,L,300.1,309.6,1565,34.8,32,0
1986,L,298.1,307.7,1537,40.8,169,0
6927,H,301.1,311.6,1417,53.4,0,0
3863,H,302.5,311.5,1496,43.8,218,0
518,M,297.5,309.4,1391,58.2,34,0
7105,L,300.9,310.4,1454,43.1,43,0
6117,L,300.8,310.9,1453,43.9,84,0
8921,L,297.1,308.3,1496,45.8,190,0
6965,M,300.7,311.0,1263,52.3,104,0
7761,M,300.4,311.7,1511,33.0,200,0
758,L,296.9,308.1,1555,33.7,229,0
4755,M,303.3,311.5,1384,54.8,48,0
7731,L,300.6,311.9,1472,44.2,126,0
8434,M,298.8,310.1,1501,48.7,192,0
3366,M,301.4,310.6,1630,30.3,2,0
7808,M,300.0,311.5,1451,49.0,115,0
4198,L,302.4,311.0,1573,36.5,193,0
7098,M,300.6,310.2,1233,52.3,23,0
2851,L,300.4,309.3,1671,35.0,209,0
2500,M,299.1,308.9,1325,48.4,220,0
5573,L,302.4,312.0,1545,36.4,12,0
4781,L,303.7,312.4,1404,46.6,119,0
7364,L,299.5,310.0,1412,48.9,56,0
9116,M,297.6,308.6,1444,48.2,46,0
4545,L,302.5,310.4,1349,55.1,187,1
5979,L,300.5,310.6,1448,46.3,173,0
4787,L,303.8,312.6,1577,41.3,134,0
9398,M,297.7,308.2,1370,53.4,162,0
6830,H,300.9,310.9,1474,35.7,175,0
96,M,299.0,309.0,1351,52.2,44,0
381,L,297.5,308.3,2564,12.8,127,1
1507,L,298.0,308.8,1610,33.7,212,0
2661,L,299.8,309.3,1291,56.4,188,0
450,L,297.6,308.7,1622,37.9,79,0
5014,M,303.8,312.9,1594,35.2,69,0
1653,H,297.9,307.8,1635,34.0,142,0
2198,L,299.7,309.0,1412,49.2,85,0
3463,H,301.6,310.5,1786,27.1,35,0
9039,L,297.3,308.3,2358,14.9,49,0
2670,H,299.7,309.3,1494,37.8,214,0
1102,H,296.7,307.5,1607,33.6,38,0
