UDI,Rotational speed,Torque,Tool wear,y
7549,1495,43.6,95,0
7550,1544,41.6,97,0
7551,1554,34.3,99,0
7552,1491,37.3,102,0
7553,1525,40.7,105,0
7554,1505,39.6,107,0
7555,1371,50.2,109,0
7556,1332,60.5,112,0
7557,1471,37.0,114,0
7558,1750,27.3,116,0
7559,1386,48.1,119,0
7560,1355,56.2,122,0
7561,1377,53.8,125,0
7562,1388,49.4,128,0
7563,1350,58.7,130,0
7564,1831,23.4,133,0
7565,1381,65.2,136,1
7566,1783,25.6,139,0
7567,1613,34.7,142,0
7568,2370,14.7,144,0
7569,1627,33.7,147,0
7570,1255,71.8,149,1
7571,1777,27.5,151,0
7572,1606,30.9,156,0
7573,1676,28.6,158,0
7574,1605,37.1,160,0
7575,1487,37.4,162,0
7576,1471,46.5,164,0
7577,1477,44.2,166,0
7578,1530,32.0,169,0
7579,1673,28.9,171,0
7580,1436,56.8,173,0
7581,1495,51.2,175,0
7582,1366,56.1,177,0
7583,1489,45.3,180,0
7584,1480,46.6,185,0
7585,1472,37.3,187,0
7586,1397,50.8,189,0
7587,1589,35.5,191,0
7588,1405,54.1,193,0
7589,2013,20.1,195,0
7590,1802,26.0,197,0
7591,1433,46.1,199,0
7592,1296,61.3,202,1
7593,1551,36.6,205,0
7594,1270,67.5,208,1
7595,1531,38.5,0,0
7596,1397,45.2,2,0
7597,1547,37.2,7,0
7598,2074,18.9,9,0
7599,1491,42.6,11,0
7600,1759,28.3,13,0
7601,1595,35.4,15,0
7602,1351,62.0,18,0
7603,1705,28.7,20,0
7604,1406,43.6,22,0
7605,1639,34.6,24,0
7606,2026,20.3,26,0
7607,1350,56.5,31,0
7608,1468,41.1,34,0
7609,1642,27.1,37,0
7610,1490,41.8,39,0
7611,1507,43.4,41,0
7612,1611,32.7,44,0
7613,1743,27.6,46,0
7614,1475,46.3,49,0
7615,1432,47.5,51,0
7616,1442,47.0,53,0
7617,1468,40.4,55,0
7618,1556,45.3,58,0
7619,1312,51.4,60,0
7620,1459,47.0,63,0
7621,1651,36.9,65,0
7622,1490,38.4,67,0
7623,1473,31.5,69,0
7624,1734,29.9,72,0
7625,1507,45.5,74,0
7626,1556,34.9,76,0
7627,1351,53.5,78,0
7628,1445,44.8,83,0
7629,1619,32.7,85,0
7630,1269,64.0,87,0
7631,1534,37.7,90,0
7632,1444,49.3,92,0
7633,1744,26.8,94,0
7634,1441,44.6,96,0
7635,1506,40.7,98,0
7636,1526,38.5,101,0
7637,1704,29.7,103,0
7638,1445,52.4,105,0
7639,1661,35.9,110,0
7640,1466,41.8,112,0
7641,1608,35.1,114,0
7642,1352,57.3,116,0
7643,1604,31.7,119,0
7644,1427,50.7,122,0
7645,1424,44.6,127,0
7646,1662,29.3,129,0
7647,1936,23.9,131,0
7648,1728,31.7,133,0
7649,1552,28.8,135,0
7650,1662,29.0,137,0
7651,1343,57.7,142,0
7652,1476,32.6,144,0
7653,1346,51.1,147,0
7654,1492,44.6,149,0
7655,1540,41.5,151,0
7656,1596,32.5,154,0
7657,1541,47.8,156,0
7658,1661,30.0,158,0
7659,1359,55.4,160,0
7660,1528,42.4,163,0
7661,1246,52.9,165,0
7662,1575,32.5,168,0
7663,1658,30.4,170,0
7664,1385,54.8,173,0
7665,1454,50.3,175,0
7666,1497,40.5,180,0
7667,1424,50.8,182,0
7668,1528,43.9,185,0
7669,1539,37.0,187,0
7670,1336,58.4,189,1
7671,1525,37.6,191,0
7672,1456,51.1,193,0
7673,2141,17.2,196,0
7674,1476,39.1,199,0
7675,1509,47.2,202,0
7676,1447,45.4,204,0
7677,1448,49.1,206,0
7678,1428,52.6,208,0
7679,1389,52.1,210,0
7680,1635,32.4,213,0
7681,1395,43.7,215,0
7682,1443,43.7,217,0
7683,1412,49.1,219,0
7684,1524,43.5,222,0
7685,1407,42.4,224,0
7686,1397,43.5,227,0
7687,1504,36.9,229,0
7688,2097,18.9,232,1
7689,1553,39.8,0,0
7690,1432,39.2,2,0
7691,1577,36.5,4,0
7692,1370,56.1,7,0
7693,1506,36.2,10,0
7694,1964,21.4,15,0
7695,1500,36.7,17,0
7696,1488,47.7,22,0
7697,1282,60.2,24,0
7698,1400,45.1,29,0
7699,1419,38.6,31,0
7700,1441,40.6,33,0
7701,1348,62.5,36,0
7702,1468,38.7,39,0
7703,1701,30.8,44,0
7704,1864,23.6,47,0
7705,1630,31.8,52,0
7706,1316,49.7,55,0
7707,1708,31.2,57,0
7708,1679,27.5,59,0
7709,1709,32.3,64,0
7710,1445,41.5,66,0
7711,1390,51.9,68,0
7712,1309,55.5,71,0
7713,1499,37.6,73,0
7714,2072,18.8,75,0
7715,1487,43.0,78,0
7716,1302,49.6,80,0
7717,1378,48.2,82,0
7718,1365,53.0,85,0
7719,1427,44.6,87,0
7720,1535,33.3,92,0
7721,1476,41.7,97,0
7722,1425,42.4,102,0
7723,1409,54.7,104,0
7724,1730,30.2,106,0
7725,1454,41.4,108,0
7726,1744,26.9,111,0
7727,1761,29.0,113,0
7728,1657,30.9,116,0
7729,1420,47.0,119,0
7730,1329,59.2,121,0
7731,1472,44.2,126,0
7732,1566,30.1,128,0
7733,1430,42.7,130,0
7734,1481,40.9,132,0
7735,1670,29.4,134,0
7736,1406,55.1,136,0
7737,1354,46.9,138,0
7738,1985,19.3,143,0
7739,1263,60.8,146,0
7740,1576,31.1,149,0
7741,1453,45.1,151,0
7742,1478,39.0,153,0
7743,1323,57.9,155,0
7744,1710,28.4,158,0
7745,1314,59.5,160,0
7746,1460,39.6,162,0
7747,1508,45.4,164,0
7748,1331,55.3,167,0
7749,1515,47.4,170,0
7750,1674,33.0,172,0
7751,1444,51.2,174,0
7752,1398,42.6,176,0
7753,1832,24.2,179,0
7754,1591,42.0,182,0
7755,1478,39.9,185,0
7756,1362,47.6,188,0
7757,1368,57.9,191,1
7758,1723,28.3,193,0
7759,1689,30.8,196,0
7760,1272,59.2,198,1
7761,1511,33.0,200,0
7762,1715,30.8,203,0
7763,1400,43.8,0,0
7764,1200,76.6,3,1
7765,1555,38.7,5,0
7766,1427,56.2,8,0
7767,1318,52.7,13,0
7768,1319,54.6,15,0
7769,1960,20.9,20,0
7770,1552,38.9,23,0
7771,1548,32.2,25,0
7772,1709,29.5,27,0
7773,1464,41.0,29,0
7774,1759,24.8,34,0
7775,1634,31.9,36,0
7776,1663,33.6,38,0
7777,1445,47.3,40,0
7778,1695,25.6,43,0
7779,1517,39.0,45,0
7780,1811,26.8,47,0
7781,1815,23.5,49,0
7782,1513,40.0,51,0
7783,1518,36.4,53,0
7784,1667,28.8,56,0
7785,1403,60.1,58,0
7786,1383,42.1,60,0
7787,1466,46.2,62,0
7788,1378,47.5,64,0
7789,1547,40.9,66,0
7790,1495,38.5,69,0
7791,1729,29.3,71,0
7792,1418,47.7,73,0
7793,1485,40.4,75,0
7794,1434,40.8,80,0
7795,1415,55.8,82,0
7796,1674,29.6,85,0
7797,1454,52.4,90,0
7798,1476,39.0,92,0
7799,1812,28.3,94,0
7800,1374,41.9,96,0
7801,1524,40.6,98,0
7802,1383,49.6,101,0
7803,1429,58.2,103,0
7804,1517,41.2,105,0
7805,1480,44.9,108,0
7806,1706,28.8,111,0
7807,1349,48.6,113,0
7808,1451,49.0,115,0
7809,1627,36.7,118,0
7810,1537,35.4,120,0
7811,2218,17.0,123,0
7812,1466,39.0,125,0
7813,1666,32.0,128,0
7814,1455,41.7,130,0
7815,1927,24.6,132,0
7816,1703,28.4,134,0
7817,1533,35.9,137,0
7818,1785,25.4,139,0
7819,2142,16.6,144,0
7820,1369,46.2,146,0
7821,1706,29.2,148,0
7822,1802,24.4,151,0
7823,1413,41.8,153,0
7824,1484,53.2,158,0
7825,1535,38.1,160,0
7826,1579,35.5,162,0
7827,1300,64.2,165,0
7828,1452,44.3,167,0
7829,1562,35.7,170,0
7830,1664,28.3,173,0
7831,1495,35.8,175,0
7832,1533,42.6,180,0
7833,1484,37.0,183,0
7834,1604,38.7,185,0
7835,1483,45.6,187,0
7836,1549,34.7,189,0
7837,1604,35.0,191,0
7838,1685,31.0,193,0
7839,1372,49.2,195,0
7840,1374,47.4,197,0
7841,1606,31.0,199,0
7842,1471,47.2,201,0
7843,1659,31.1,203,0
7844,1400,48.5,205,0
7845,1503,42.6,208,0
7846,1798,23.2,210,0
7847,1608,35.0,212,0
7848,1322,50.9,215,0
7849,1547,37.7,217,0
7850,1374,47.9,222,1
7851,1447,36.8,0,0
7852,1373,47.2,3,0
7853,1515,37.5,5,0
7854,1317,56.5,7,0
7855,1551,37.2,9,0
7856,1592,32.1,11,0
7857,1433,42.2,14,0
7858,1432,43.1,16,0
7859,1350,51.7,18,0
7860,1370,44.8,20,0
7861,1415,44.6,23,0
7862,1498,42.9,25,0
7863,1382,54.1,27,0
7864,1511,44.5,30,0
7865,1330,59.5,33,0
7866,1383,50.5,35,0
7867,1431,49.4,37,0
7868,1461,38.1,39,0
7869,1438,46.7,41,0
7870,1779,27.7,46,0
7871,1293,52.3,49,0
7872,1308,54.7,52,0
7873,1532,37.2,54,0
7874,1470,38.6,56,0
7875,1548,37.9,58,0
7876,1898,24.0,60,0
7877,1335,49.0,62,0
7878,1420,53.8,67,0
7879,1418,49.0,69,0
7880,1535,40.3,71,0
7881,1457,47.2,74,0
7882,1493,39.1,79,0
7883,1670,27.3,81,0
7884,1446,45.4,86,0
7885,1465,59.1,91,1
7886,1590,36.3,93,0
7887,2174,18.5,95,0
7888,1590,37.9,98,0
7889,1577,33.2,100,0
7890,1371,61.7,102,0
7891,1767,25.6,105,0
7892,1517,39.2,107,0
7893,1555,40.6,109,0
7894,1416,43.8,112,0
7895,1588,35.6,114,0
7896,1422,50.0,117,0
7897,1376,53.6,119,0
7898,1434,50.7,121,0
7899,1423,47.3,123,0
7900,1364,52.5,125,0
7901,1825,23.8,127,0
7902,1365,44.5,129,0
7903,1430,47.2,131,0
7904,1435,44.8,134,0
7905,1811,25.1,136,0
7906,1465,43.7,139,0
7907,1372,51.0,142,0
7908,1858,26.3,144,0
7909,1715,26.8,146,0
7910,1590,38.5,148,0
7911,1664,25.7,150,0
7912,1512,36.9,153,0
7913,1498,44.0,155,0
7914,1395,41.9,157,0
7915,1490,43.1,159,0
7916,1527,35.1,164,0
7917,1512,37.1,169,0
7918,1474,42.4,171,0
7919,1505,41.3,173,0
7920,1496,40.0,175,0
7921,1382,49.3,177,0
7922,1419,47.7,179,0
7923,1462,39.7,181,0
7924,1450,45.0,183,0
7925,1389,46.5,186,0
7926,1697,28.2,191,0
7927,1335,57.1,194,1
7928,1476,42.0,196,0
7929,1497,43.6,198,0
7930,1669,29.2,200,0
7931,1455,48.0,203,0
7932,1499,38.4,205,0
7933,1478,41.9,207,0
7934,1928,21.8,209,0
7935,1621,28.3,211,0
7936,1356,44.3,214,0
7937,1490,46.4,217,0
7938,1578,31.4,219,0
7939,1681,31.3,221,0
7940,1417,43.4,223,0
7941,1532,40.0,0,0
7942,1499,38.9,3,0
7943,1432,45.8,6,0
7944,1753,29.0,8,0
7945,1414,49.0,10,0
7946,1655,32.2,12,0
7947,1516,35.6,14,0
7948,1426,45.5,16,0
7949,1479,39.4,18,0
7950,1569,36.4,20,0
7951,1568,36.0,23,0
7952,1843,24.5,25,0
7953,1480,40.9,28,0
7954,1447,36.8,31,0
7955,1454,41.9,33,0
7956,1310,56.1,35,0
7957,1513,38.0,38,0
7958,2140,16.5,43,0
7959,1377,49.9,48,0
7960,1585,32.3,50,0
7961,1491,42.6,52,0
7962,1264,59.0,57,0
7963,1372,47.0,59,0
7964,1510,39.9,61,0
7965,1423,40.2,63,0
7966,1464,35.3,65,0
7967,1602,35.9,67,0
7968,1629,32.6,69,0
7969,1811,23.2,72,0
7970,1711,28.8,74,0
7971,1297,48.6,76,0
7972,1405,46.1,79,0
7973,1397,54.9,81,0
7974,1682,29.7,83,0
7975,1528,38.4,85,0
7976,1548,38.3,87,0
7977,1395,47.8,90,0
7978,1378,59.0,95,0
7979,1480,53.5,97,0
7980,1428,36.6,99,0
7981,1505,39.6,102,0
7982,1445,36.4,105,0
7983,1488,42.6,107,0
7984,1601,33.0,109,0
7985,1550,34.9,111,0
7986,1540,34.1,113,0
7987,1587,34.5,115,0
7988,1489,40.3,117,0
7989,1486,34.9,122,0
7990,1430,37.9,124,0
7991,1809,25.1,126,0
7992,1534,39.0,129,0
7993,1852,25.9,131,0
7994,1595,31.9,134,0
7995,1424,43.5,136,0
7996,1776,28.8,138,0
7997,1499,41.5,140,0
7998,2710,9.7,143,1
7999,1359,51.7,146,0
8000,1617,31.0,148,0
8001,1443,53.3,151,0
8002,1374,50.2,154,0
8003,1851,23.0,156,0
8004,1274,67.3,159,0
8005,1533,44.0,162,0
8006,1477,37.3,164,0
8007,1462,46.0,166,0
8008,1664,28.4,168,0
8009,1414,41.1,171,0
8010,2129,17.8,173,0
8011,1323,61.1,178,0
8012,1427,43.3,180,0
8013,1375,56.1,182,0
8014,1402,50.7,185,0
8015,1500,44.2,188,0
8016,1558,37.5,190,0
8017,1447,41.4,193,0
8018,1518,39.3,196,0
8019,1889,23.5,198,0
8020,1675,30.7,200,0
8021,1720,27.9,202,0
8022,1499,34.6,207,0
8023,1441,43.8,210,0
8024,1397,42.7,212,0
8025,1493,38.7,217,0
8026,1422,50.7,219,0
8027,1399,50.2,222,1
8028,1425,44.9,224,0
8029,1501,44.8,226,0
8030,1629,35.3,0,0
8031,1490,42.2,3,0
8032,1550,32.4,5,0
8033,1416,46.5,7,0
8034,1485,38.8,9,0
8035,1564,36.8,11,0
8036,1910,19.7,13,0
8037,1460,46.1,15,0
8038,1603,34.1,17,0
8039,1486,47.3,19,0
8040,1560,31.8,21,0
8041,1498,39.3,23,0
8042,1431,48.5,25,0
8043,1486,45.1,30,0
8044,1486,35.8,32,0
8045,1441,38.1,34,0
8046,1366,55.1,36,0
8047,1471,41.4,39,0
8048,1463,38.2,41,0
8049,1413,41.3,43,0
8050,1604,30.5,45,0
8051,1401,51.1,50,0
8052,1652,27.2,52,0
8053,1403,45.7,54,0
8054,1887,21.7,56,0
8055,1405,47.9,58,0
8056,1496,41.1,60,0
8057,1499,43.4,65,0
8058,1549,37.2,67,0
8059,1515,44.9,69,0
8060,1540,37.7,71,0
8061,1426,44.3,73,0
8062,1465,41.4,78,0
8063,1359,54.1,81,0
8064,1551,36.4,84,0
8065,1596,34.8,87,0
8066,1670,26.3,89,0
8067,1868,21.3,92,0
8068,1490,39.8,94,0
8069,1676,35.2,97,0
8070,1875,22.1,100,0
8071,1867,23.0,103,0
8072,1646,29.5,106,0
8073,1375,43.2,108,0
8074,1558,36.7,113,0
8075,1631,34.9,115,0
8076,1366,43.0,117,0
8077,1360,48.0,119,0
8078,1547,39.7,121,0
8079,1571,31.2,123,0
8080,1528,36.1,125,0
8081,1432,43.6,127,0
8082,1356,53.5,132,0
8083,1422,46.2,134,0
8084,1438,42.2,139,0
8085,1483,44.4,141,0
8086,1331,49.8,143,0
8087,1463,37.5,145,0
8088,1446,40.6,147,0
8089,1356,45.7,149,0
8090,1676,30.3,151,0
8091,1910,23.0,153,0
8092,1375,56.9,155,0
8093,1513,40.8,157,0
8094,1511,35.7,160,0
8095,1662,28.8,162,0
8096,1493,48.3,167,0
8097,1555,37.4,169,0
8098,1452,41.5,172,0
8099,1500,39.0,174,0
8100,1603,30.5,176,0
8101,1682,27.8,178,0
8102,1567,37.7,180,0
8103,1413,46.0,182,0
8104,1429,41.6,184,0
8105,1692,31.5,187,0
8106,1476,48.7,189,0
8107,1596,30.4,191,0
8108,1390,49.0,194,0
8109,1607,33.7,199,0
8110,1821,26.3,202,0
8111,2141,18.5,204,0
8112,1553,33.1,209,1
8113,1442,45.1,0,0
8114,1459,45.6,3,0
8115,2496,13.5,5,0
8116,1367,57.2,10,0
8117,2004,19.6,12,0
8118,1406,47.5,14,0
8119,1548,33.0,16,0
8120,1333,55.2,18,0
8121,1767,26.4,20,0
8122,1827,27.0,22,0
8123,1533,46.4,24,0
8124,1515,36.8,27,0
8125,1568,41.0,32,0
8126,1452,47.8,34,0
8127,1433,37.9,36,0
8128,1650,33.8,38,0
8129,1629,31.3,41,0
8130,1520,39.2,43,0
8131,1393,43.1,45,0
8132,1364,49.6,50,0
8133,1389,50.0,55,0
8134,1466,46.1,58,0
8135,1650,32.4,60,0
8136,1554,36.3,62,0
8137,1474,39.7,64,0
8138,1600,32.4,67,0
8139,1356,54.9,72,0
8140,1571,38.2,74,0
8141,1658,28.0,76,0
8142,1393,49.9,78,0
8143,1448,49.8,80,0
8144,1477,40.4,83,0
8145,1506,42.7,85,0
8146,1685,32.1,88,0
8147,1533,31.8,91,0
8148,1447,41.0,93,0
8149,1488,39.5,95,0
8150,1427,50.4,98,0
8151,1424,41.3,101,0
8152,1472,40.9,104,0
8153,1438,45.7,106,0
8154,1507,42.4,108,0
8155,1393,52.1,110,0
8156,1283,52.4,112,0
8157,1644,30.9,114,0
8158,1498,46.9,116,0
8159,1400,40.8,118,0
8160,1679,31.2,120,0
8161,1618,30.3,125,0
8162,1714,30.2,128,0
8163,1574,35.0,133,0
8164,1574,36.4,135,0
8165,1472,40.9,137,0
8166,1552,33.2,139,0
8167,1603,31.4,141,0
8168,1353,47.1,143,0
8169,1690,30.6,148,0
8170,1745,26.3,150,0
8171,1522,45.7,153,0
8172,1641,34.5,155,0
8173,1596,28.9,160,0
8174,1497,37.0,162,0
8175,1371,52.3,167,0
8176,1445,41.2,169,0
8177,1564,40.0,172,0
8178,1439,44.9,174,0
8179,1352,52.1,176,0
8180,1560,35.4,178,0
8181,1616,42.3,180,0
8182,1835,23.7,183,0
8183,1649,32.7,185,0
8184,1452,47.3,188,0
8185,2144,17.7,190,0
8186,1554,41.0,192,0
8187,1827,25.4,194,0
8188,1448,46.3,196,0
8189,1530,38.8,198,0
8190,1983,21.0,201,0
8191,1620,37.2,203,0
8192,1630,29.8,206,0
8193,1229,65.2,209,1
8194,1873,22.3,211,0
8195,1426,45.7,213,0
8196,1376,53.9,215,1
8197,1622,33.6,217,0
8198,1492,45.7,219,0
8199,1374,48.9,222,0
8200,1737,27.0,225,1
8201,1426,42.4,0,0
8202,1826,25.1,2,0
8203,1669,32.4,5,0
8204,1473,40.1,7,0
8205,1751,27.8,10,0
8206,1446,47.3,12,0
8207,1483,43.5,15,0
8208,1535,42.6,17,0
8209,1477,44.0,19,0
8210,1391,46.9,21,0
8211,1636,29.4,23,0
8212,1675,33.3,28,0
8213,1329,48.9,30,0
8214,1548,33.5,35,0
8215,1391,45.8,38,0
8216,1437,43.1,40,0
8217,1370,61.9,42,0
8218,1577,37.1,44,0
8219,1485,37.8,46,0
8220,1504,34.3,48,0
8221,1551,35.2,50,0
8222,1428,43.0,53,0
8223,1755,27.9,56,0
8224,1329,54.9,58,0
8225,1496,35.2,60,0
8226,1532,36.6,62,0
8227,1389,61.4,64,0
8228,1524,51.4,66,0
8229,1422,49.3,69,0
8230,1739,27.4,72,0
8231,1736,26.9,74,0
8232,1419,48.8,76,0
8233,1326,49.7,78,0
8234,1449,43.2,80,0
8235,1534,39.7,83,0
8236,1443,50.9,85,0
8237,1498,41.1,88,0
8238,1796,26.0,90,0
8239,1519,45.3,92,0
8240,1339,49.6,94,0
8241,1483,41.5,96,0
8242,2099,20.0,98,0
8243,1689,29.7,101,0
8244,1369,54.5,104,0
8245,1512,38.8,109,0
8246,1303,68.6,111,1
8247,1552,39.9,114,0
8248,1713,28.0,116,0
8249,1456,44.1,118,0
8250,1524,39.8,120,0
8251,1394,45.2,122,0
8252,1981,21.2,125,0
8253,1565,36.1,127,0
8254,1657,31.0,129,0
8255,1625,37.1,131,0
8256,1606,31.1,134,0
8257,1336,56.8,136,0
8258,1587,34.2,141,0
8259,1602,39.7,144,0
8260,1471,38.4,146,0
8261,1332,48.0,148,0
8262,1434,48.4,153,0
8263,1921,23.9,158,0
8264,1704,30.6,160,0
8265,1397,49.5,165,0
8266,1791,28.0,168,0
8267,1818,24.1,173,0
8268,1540,36.3,175,0
8269,1502,39.8,177,0
8270,1761,30.4,180,0
8271,1517,38.4,185,0
8272,1309,51.1,188,0
8273,1363,52.6,190,0
8274,1787,22.2,192,0
8275,1640,29.2,195,0
8276,1720,25.3,197,0
8277,1384,52.8,200,0
8278,1294,55.8,202,0
8279,1464,46.4,207,0
8280,1803,25.4,209,0
8281,1602,39.1,211,0
8282,1519,38.8,213,0
8283,1638,33.6,218,0
8284,1615,33.0,221,0
8285,1651,33.3,0,0
8286,1387,52.7,2,0
8287,1678,32.8,4,0
8288,1585,38.1,7,0
8289,1640,33.8,9,0
8290,1406,43.8,12,0
8291,1679,35.8,14,0
8292,1717,26.9,17,0
8293,1429,39.9,19,0
8294,1533,44.4,24,0
8295,1525,38.5,27,0
8296,1739,26.3,30,0
8297,1436,39.0,32,0
8298,1595,33.1,34,0
8299,1435,45.6,37,0
8300,1637,31.8,42,0
8301,1558,37.6,44,0
8302,1644,34.1,46,0
8303,1641,31.1,49,0
8304,1504,41.0,51,0
8305,1506,50.7,53,0
8306,1380,44.0,56,0
8307,1549,42.5,61,0
8308,1402,69.7,64,1
8309,1401,45.3,67,0
8310,1459,40.2,69,0
8311,1465,39.7,72,0
8312,1295,52.7,74,0
8313,1529,38.5,77,0
8314,1484,44.9,80,0
8315,1739,30.6,83,0
8316,1422,40.7,85,0
8317,1463,40.0,90,0
8318,1667,30.4,92,0
8319,1565,39.3,94,0
8320,1393,45.7,99,0
8321,1453,47.7,101,0
8322,1442,50.0,104,0
8323,1364,44.9,106,0
8324,1453,40.4,108,0
8325,1394,46.0,113,0
8326,1500,38.8,116,0
8327,1523,34.2,119,0
8328,1254,57.1,124,0
8329,1325,52.2,127,0
8330,1424,49.6,129,0
8331,1505,39.0,131,0
8332,1392,48.7,133,0
8333,1529,44.0,136,0
8334,1477,48.5,138,0
8335,1459,47.3,141,0
8336,2240,15.9,144,0
8337,1449,48.8,147,0
8338,1589,35.3,149,0
8339,1740,28.5,152,0
8340,1499,40.3,154,0
8341,1480,38.1,157,0
8342,1751,29.6,160,0
8343,1510,40.6,162,0
8344,1437,48.2,164,0
8345,1609,40.4,169,0
8346,1490,35.9,171,0
8347,1601,35.7,176,0
8348,1665,31.1,178,0
8349,1452,42.7,180,0
8350,1487,33.6,183,0
8351,1382,48.1,186,0
8352,1686,26.2,189,0
8353,1491,36.9,192,0
8354,1442,55.6,194,0
8355,1390,50.3,196,0
8356,1502,46.7,198,0
8357,1344,59.4,200,0
8358,1385,46.3,203,1
8359,1547,37.4,0,0
8360,1525,42.4,2,0
8361,1540,35.8,5,0
8362,1450,44.3,7,0
8363,1353,62.5,9,0
8364,1582,45.0,11,0
8365,1396,49.0,13,0
8366,1551,36.6,15,0
8367,1836,22.8,18,0
8368,1390,49.9,21,0
8369,1534,42.1,23,0
8370,1953,20.6,25,0
8371,1634,33.6,27,0
8372,1881,21.7,29,0
8373,1448,44.8,31,0
8374,1362,50.5,34,0
8375,1225,63.4,37,0
8376,1384,48.2,39,0
8377,1334,49.3,42,0
8378,1336,50.3,44,0
8379,1331,61.6,46,0
8380,1629,31.9,49,0
8381,1776,25.7,51,0
8382,1530,38.3,53,0
8383,1719,27.3,58,0
8384,1495,35.2,60,0
8385,1450,43.1,63,0
8386,1563,38.8,65,0
8387,1501,37.1,70,0
8388,1351,47.2,73,0
8389,1365,46.5,75,0
8390,1525,39.7,77,0
8391,1288,61.9,79,0
8392,1423,42.7,82,0
8393,1502,39.4,84,0
8394,1428,43.5,87,0
8395,1566,38.1,89,0
8396,1483,44.8,92,0
8397,1593,33.3,95,0
8398,1724,26.4,100,0
8399,2617,12.1,102,1
8400,1294,59.4,104,0
8401,1533,40.7,106,0
8402,1671,31.8,108,0
8403,1370,52.4,113,0
8404,1462,45.1,115,0
8405,1545,36.6,117,0
8406,1484,41.7,119,0
8407,1344,45.3,122,0
8408,1357,50.1,125,0
8409,1572,33.0,127,0
8410,1861,26.9,130,0
8411,1548,44.5,132,0
8412,1496,37.7,134,0
8413,1314,49.7,136,0
8414,1422,49.7,139,0
8415,1842,20.1,142,0
8416,1434,53.0,144,0
8417,1585,31.3,147,0
8418,1704,30.7,150,0
8419,1971,23.2,155,0
8420,1431,39.9,157,0
8421,1546,37.7,159,0
8422,1496,36.3,161,0
8423,1243,63.0,163,0
8424,1452,46.2,168,0
8425,1380,44.7,170,0
8426,1567,38.4,172,0
8427,1628,35.9,174,0
8428,1505,46.1,176,0
8429,1827,28.0,178,0
8430,1577,40.0,181,0
8431,1304,57.2,183,0
8432,1324,54.6,185,0
8433,1537,39.9,190,0
8434,1501,48.7,192,0
8435,1654,29.1,195,0
8436,1519,38.1,198,0
8437,1371,51.3,201,0
8438,1181,65.9,203,1
8439,1469,42.8,205,0
8440,1637,34.6,207,0
8441,1370,56.0,0,0
8442,1630,30.6,2,0
8443,1517,39.0,4,0
8444,1668,32.3,6,0
8445,1818,24.9,9,0
8446,1541,36.9,12,0
8447,1482,42.1,15,0
8448,1439,49.9,17,0
8449,1492,41.2,19,0
8450,1725,27.8,21,0
8451,1559,44.2,23,0
8452,1435,42.5,25,0
8453,1512,37.5,27,0
8454,1564,37.1,30,0
8455,1522,40.3,32,0
8456,1356,59.5,34,0
8457,1556,38.6,36,0
8458,1393,45.5,38,0
8459,1753,26.8,40,0
8460,1651,29.5,42,0
8461,1372,54.7,44,0
8462,1446,43.3,46,0
8463,1501,44.7,48,0
8464,1411,45.1,51,0
8465,1672,27.5,54,0
8466,1475,40.5,59,0
8467,1469,38.4,62,0
8468,1704,28.3,64,0
8469,1463,39.1,66,0
8470,1280,64.1,71,0
8471,1464,38.0,74,0
8472,1332,46.4,76,0
8473,1634,37.8,78,0
8474,1430,43.1,80,0
8475,1523,44.6,83,0
8476,1557,37.7,86,0
8477,1585,32.2,89,0
8478,1579,33.5,91,0
8479,1354,60.8,96,0
8480,1627,33.4,99,0
8481,1477,35.6,101,0
8482,1595,29.0,103,0
8483,1520,38.1,106,0
8484,1618,31.5,108,0
8485,1397,50.3,110,0
8486,1450,47.9,112,0
8487,1501,40.2,114,0
8488,1392,50.1,117,0
8489,1385,43.2,119,0
8490,1461,46.3,121,0
8491,1364,58.7,123,0
8492,1579,38.6,126,0
8493,1514,38.8,128,0
8494,1560,36.9,131,0
8495,1542,36.7,134,0
8496,1668,27.1,136,0
8497,1816,22.6,138,0
8498,1509,34.2,141,0
8499,1479,37.8,144,0
8500,1655,30.2,146,0
8501,1711,30.3,148,0
8502,1581,34.6,150,0
8503,1279,55.9,152,0
8504,1468,40.9,157,0
8505,1419,41.3,159,0
8506,1530,38.6,161,0
8507,1710,27.3,163,1
8508,1518,39.8,165,0
8509,1679,33.3,167,0
8510,1870,22.5,170,0
8511,1484,44.3,173,0
8512,1457,44.2,175,0
8513,1546,36.2,177,0
8514,1478,36.5,182,0
8515,1447,47.1,185,0
8516,1443,45.4,187,0
8517,1527,30.9,189,0
8518,1469,54.8,191,0
8519,1681,27.1,194,0
8520,1420,44.1,197,0
8521,1543,49.9,199,0
8522,1376,50.4,202,0
8523,1631,29.8,0,0
8524,1529,41.7,5,0
8525,1468,46.2,10,0
8526,1378,52.3,12,0
8527,1401,51.9,14,0
8528,1531,37.4,16,0
8529,1512,35.8,18,0
8530,1522,47.4,20,0
8531,1615,31.8,23,0
8532,1449,46.5,26,0
8533,1315,55.5,28,0
8534,1465,41.1,30,0
8535,1404,43.3,33,0
8536,1547,44.8,36,0
8537,1426,45.4,38,0
8538,1730,30.2,41,0
8539,1548,37.7,43,0
8540,1517,40.2,45,0
8541,1687,29.3,47,0
8542,1738,25.2,49,0
8543,1512,35.3,51,0
8544,1365,48.7,56,0
8545,2011,21.0,59,0
8546,1806,27.6,64,0
