UDI,Type,Air temperature,Process temperature
7524,M,300.1,311.5
7525,L,300.2,311.5
7526,H,300.1,311.5
7527,L,300.1,311.4
7528,L,300.1,311.3
7529,M,300.1,311.3
7530,L,300.1,311.4
7531,M,300.1,311.4
7532,H,300.1,311.4
7533,M,300.0,311.3
7534,L,300.0,311.2
7535,L,300.0,311.2
7536,L,300.0,311.2
7537,L,300.1,311.3
7538,L,300.1,311.3
7539,M,300.2,311.4
7540,L,300.2,311.3
7541,M,300.2,311.3
7542,M,300.3,311.5
7543,M,300.4,311.6
7544,L,300.3,311.5
7545,L,300.2,311.4
7546,L,300.2,311.4
7547,H,300.2,311.5
7548,L,300.1,311.4
7549,L,300.2,311.4
7550,L,300.3,311.4
7551,M,300.3,311.4
7552,M,300.2,311.3
7553,L,300.3,311.3
7554,L,300.3,311.3
7555,M,300.3,311.4
7556,L,300.3,311.3
7557,L,300.3,311.4
7558,M,300.4,311.5
7559,M,300.3,311.4
7560,M,300.4,311.4
7561,M,300.3,311.3
7562,L,300.3,311.1
7563,M,300.3,311.1
7564,M,300.4,311.2
7565,M,300.3,311.2
7566,M,300.3,311.2
7567,L,300.3,311.0
7568,M,300.2,311.0
7569,L,300.2,311.0
7570,L,300.2,311.0
7571,H,300.2,311.0
7572,L,300.3,311.1
7573,L,300.3,311.1
7574,L,300.3,311.1
7575,L,300.4,311.1
7576,L,300.4,311.2
7577,M,300.3,311.1
7578,L,300.4,311.2
7579,L,300.4,311.2
7580,L,300.4,311.2
7581,L,300.4,311.3
7582,M,300.4,311.2
7583,H,300.4,311.2
7584,L,300.3,311.1
7585,L,300.4,311.2
7586,L,300.4,311.1
7587,L,300.4,311.1
7588,L,300.4,311.1
7589,L,300.4,311.1
7590,L,300.4,311.0
7591,M,300.4,311.0
7592,M,300.5,311.1
7593,M,300.5,311.2
7594,L,300.5,311.2
7595,L,300.6,311.3
7596,H,300.5,311.2
7597,L,300.5,311.1
7598,L,300.5,311.0
7599,L,300.5,311.1
7600,L,300.5,311.0
7601,M,300.4,311.0
7602,L,300.4,311.2
7603,L,300.4,311.2
7604,L,300.4,311.2
7605,L,300.4,311.3
7606,H,300.4,311.3
7607,M,300.4,311.3
7608,M,300.5,311.3
7609,L,300.5,311.4
7610,L,300.5,311.3
7611,M,300.5,311.3
7612,L,300.5,311.4
7613,M,300.5,311.4
7614,L,300.5,311.3
7615,L,300.5,311.4
7616,L,300.5,311.4
7617,M,300.6,311.4
7618,L,300.5,311.4
7619,M,300.5,311.4
7620,L,300.6,311.5
7621,L,300.5,311.5
7622,L,300.5,311.5
7623,M,300.6,311.6
7624,L,300.6,311.7
7625,L,300.6,311.7
7626,L,300.6,311.7
7627,H,300.5,311.6
7628,L,300.5,311.7
7629,L,300.5,311.7
7630,M,300.5,311.7
7631,L,300.5,311.6
7632,L,300.5,311.6
7633,L,300.5,311.6
7634,L,300.4,311.5
7635,M,300.3,311.3
7636,L,300.3,311.4
7637,L,300.4,311.5
7638,H,300.4,311.4
7639,L,300.5,311.5
7640,L,300.5,311.4
7641,L,300.4,311.3
7642,M,300.4,311.4
7643,M,300.4,311.4
7644,H,300.4,311.4
7645,L,300.4,311.4
7646,L,300.4,311.4
7647,L,300.4,311.4
7648,L,300.4,311.4
7649,L,300.4,311.4
7650,H,300.4,311.5
7651,L,300.3,311.4
7652,M,300.4,311.5
7653,L,300.3,311.4
7654,L,300.4,311.5
7655,M,300.3,311.5
7656,L,300.4,311.5
7657,L,300.5,311.6
7658,L,300.5,311.6
7659,M,300.4,311.6
7660,L,300.5,311.6
7661,M,300.5,311.6
7662,L,300.5,311.6
7663,M,300.5,311.6
7664,L,300.5,311.6
7665,H,300.5,311.7
7666,L,300.5,311.6
7667,M,300.6,311.7
7668,L,300.6,311.7
7669,L,300.6,311.8
7670,L,300.7,311.8
7671,L,300.5,311.6
7672,M,300.5,311.6
7673,M,300.5,311.7
7674,M,300.5,311.6
7675,L,300.5,311.6
7676,L,300.5,311.6
7677,L,300.6,311.7
7678,L,300.6,311.7
7679,M,300.6,311.7
7680,L,300.7,311.7
7681,L,300.7,311.7
7682,L,300.7,311.8
7683,M,300.7,311.7
7684,L,300.7,311.7
7685,M,300.7,311.8
7686,L,300.8,311.7
7687,M,300.7,311.7
7688,M,300.7,311.7
7689,L,300.6,311.7
7690,L,300.6,311.7
7691,M,300.5,311.6
7692,M,300.5,311.5
7693,H,300.5,311.6
7694,L,300.6,311.6
7695,H,300.6,311.7
7696,L,300.6,311.7
7697,H,300.6,311.5
7698,L,300.5,311.4
7699,L,300.6,311.5
7700,M,300.7,311.5
7701,M,300.7,311.6
7702,H,300.8,311.7
7703,M,300.7,311.7
7704,H,300.7,311.7
7705,M,300.6,311.6
7706,L,300.5,311.5
7707,L,300.5,311.5
7708,H,300.5,311.4
7709,L,300.5,311.4
7710,L,300.5,311.4
7711,M,300.5,311.4
7712,L,300.4,311.4
7713,L,300.5,311.5
7714,M,300.5,311.4
7715,L,300.5,311.5
7716,L,300.5,311.5
7717,M,300.5,311.5
7718,L,300.5,311.6
7719,H,300.6,311.7
7720,H,300.6,311.7
7721,H,300.5,311.6
7722,L,300.5,311.6
7723,L,300.5,311.7
7724,L,300.5,311.6
7725,M,300.5,311.6
7726,L,300.6,311.7
7727,M,300.8,311.9
7728,M,300.7,311.9
7729,L,300.7,311.8
7730,H,300.7,311.9
7731,L,300.6,311.9
7732,L,300.6,312.0
7733,L,300.6,312.0
7734,L,300.6,312.0
7735,L,300.6,312.0
7736,L,300.6,312.0
7737,H,300.6,312.1
7738,M,300.5,312.0
7739,M,300.5,312.0
7740,L,300.5,311.9
7741,L,300.5,312.0
7742,L,300.5,312.0
7743,M,300.5,311.9
7744,L,300.5,311.9
7745,L,300.4,311.7
7746,L,300.4,311.7
7747,M,300.4,311.7
7748,M,300.5,311.8
7749,L,300.4,311.7
7750,L,300.4,311.6
7751,L,300.4,311.7
7752,M,300.4,311.7
7753,M,300.4,311.7
7754,M,300.5,311.8
7755,M,300.4,311.7
7756,M,300.4,311.8
7757,L,300.5,311.8
7758,M,300.3,311.7
7759,L,300.4,311.8
7760,L,300.4,311.8
7761,M,300.4,311.7
7762,H,300.4,311.6
7763,M,300.3,311.5
7764,L,300.4,311.6
7765,M,300.4,311.7
7766,H,300.3,311.6
7767,L,300.3,311.4
7768,H,300.2,311.4
7769,M,300.2,311.4
7770,L,300.3,311.5
7771,L,300.3,311.5
7772,L,300.3,311.6
7773,H,300.3,311.5
7774,L,300.3,311.4
7775,L,300.3,311.5
7776,L,300.3,311.5
7777,M,300.3,311.5
7778,L,300.3,311.5
7779,L,300.4,311.6
7780,L,300.5,311.7
7781,L,300.4,311.6
7782,L,300.4,311.7
7783,M,300.4,311.6
7784,L,300.3,311.5
7785,L,300.3,311.5
7786,L,300.2,311.5
7787,L,300.3,311.5
7788,L,300.3,311.5
7789,M,300.2,311.5
7790,L,300.2,311.5
7791,L,300.1,311.4
7792,L,300.1,311.4
7793,H,300.1,311.4
7794,L,300.1,311.5
7795,M,300.2,311.6
7796,H,300.1,311.6
7797,L,300.1,311.5
7798,L,300.0,311.4
7799,L,300.0,311.5
7800,L,300.0,311.4
7801,M,300.1,311.4
7802,L,300.0,311.4
7803,L,299.9,311.3
7804,M,299.8,311.3
7805,M,299.9,311.4
7806,L,299.9,311.4
7807,L,300.0,311.5
7808,M,300.0,311.5
7809,L,299.9,311.4
7810,M,300.0,311.4
7811,L,300.1,311.5
7812,M,300.0,311.4
7813,L,300.0,311.5
7814,L,300.0,311.5
7815,L,300.0,311.4
7816,M,299.9,311.3
7817,L,299.8,311.2
7818,H,299.8,311.3
7819,L,299.8,311.2
7820,L,299.8,311.2
7821,M,299.8,311.2
7822,L,299.9,311.3
7823,H,299.9,311.3
7824,L,300.0,311.3
7825,L,299.9,311.3
7826,M,299.9,311.2
7827,L,299.8,311.1
7828,M,299.8,311.1
7829,M,299.8,311.1
7830,L,299.8,311.2
7831,H,299.9,311.2
7832,M,300.0,311.4
7833,L,300.0,311.4
7834,L,300.0,311.4
7835,L,300.0,311.4
7836,L,300.1,311.5
7837,L,300.1,311.4
7838,L,300.2,311.5
7839,L,300.2,311.6
7840,L,300.3,311.6
7841,L,300.2,311.6
7842,L,300.1,311.5
7843,L,300.1,311.5
7844,M,300.1,311.7
7845,L,300.1,311.7
7846,L,300.2,311.8
7847,M,300.2,311.6
7848,L,300.2,311.6
7849,H,300.2,311.6
7850,M,300.3,311.7
7851,M,300.3,311.7
7852,L,300.4,311.7
7853,L,300.3,311.7
7854,L,300.3,311.7
7855,L,300.3,311.8
7856,M,300.3,311.8
7857,L,300.4,311.8
7858,L,300.5,311.9
7859,L,300.5,311.9
7860,M,300.5,311.9
7861,L,300.5,312.0
7862,L,300.5,312.0
7863,M,300.5,312.0
7864,M,300.5,311.9
7865,L,300.5,311.9
7866,L,300.5,311.9
7867,L,300.5,311.9
7868,L,300.5,312.0
7869,H,300.4,311.9
7870,M,300.5,312.0
7871,M,300.6,312.1
7872,L,300.6,312.2
7873,L,300.6,312.3
7874,L,300.7,312.4
7875,L,300.7,312.3
7876,L,300.7,312.3
7877,H,300.7,312.2
7878,L,300.7,312.3
7879,L,300.7,312.3
7880,M,300.8,312.3
7881,H,300.7,312.4
7882,L,300.8,312.4
7883,H,300.7,312.3
7884,H,300.7,312.3
7885,L,300.8,312.4
7886,L,300.7,312.3
7887,M,300.6,312.2
7888,L,300.7,312.4
7889,L,300.7,312.3
7890,M,300.7,312.4
7891,L,300.8,312.4
7892,L,300.8,312.5
7893,M,300.9,312.6
7894,L,300.9,312.7
7895,M,300.8,312.6
7896,L,300.8,312.6
7897,L,300.8,312.6
7898,L,300.8,312.5
7899,L,300.8,312.5
7900,L,300.9,312.4
7901,L,300.8,312.4
7902,L,300.8,312.4
7903,M,300.7,312.3
7904,L,300.8,312.3
7905,M,300.8,312.4
7906,M,300.8,312.4
7907,L,300.9,312.4
7908,L,300.8,312.3
7909,L,300.7,312.3
7910,L,300.7,312.2
7911,M,300.8,312.2
7912,L,300.7,312.1
7913,L,300.7,312.1
7914,L,300.7,312.1
7915,H,300.7,312.1
7916,H,300.8,312.1
7917,L,300.8,312.1
7918,L,300.9,312.1
7919,L,300.8,312.1
7920,L,300.8,312.0
7921,L,300.8,312.0
7922,L,300.7,311.9
7923,L,300.7,311.9
7924,M,300.8,312.0
7925,H,300.7,311.9
7926,M,300.7,311.9
7927,L,300.7,311.9
7928,L,300.7,311.9
7929,L,300.6,311.7
7930,M,300.6,311.6
7931,L,300.6,311.6
7932,L,300.7,311.7
7933,L,300.7,311.8
7934,L,300.8,311.8
7935,M,300.8,311.9
7936,M,300.8,311.9
7937,L,300.8,311.7
7938,L,300.8,311.7
7939,L,300.8,311.7
7940,L,300.8,311.8
7941,M,300.7,311.7
7942,M,300.7,311.7
7943,L,300.8,311.7
7944,L,300.8,311.7
7945,L,300.8,311.7
7946,L,300.8,311.7
7947,L,300.8,311.6
7948,L,300.8,311.7
7949,L,300.8,311.7
7950,M,300.7,311.5
7951,L,300.8,311.6
7952,M,300.9,311.8
7953,M,300.9,311.9
7954,L,301.0,312.0
7955,L,301.0,311.9
7956,M,300.9,311.9
7957,H,300.9,311.9
7958,H,300.9,311.9
7959,L,301.0,312.1
7960,L,301.0,312.1
7961,H,301.1,312.2
7962,L,301.0,312.2
7963,L,301.0,312.2
7964,L,301.0,312.2
7965,L,300.9,312.1
7966,L,301.1,312.3
7967,L,301.0,312.2
7968,M,301.0,312.2
7969,L,300.9,312.2
7970,L,300.9,312.1
7971,M,300.9,312.1
7972,L,301.0,312.1
7973,L,301.1,312.2
7974,L,301.1,312.3
7975,L,301.2,312.3
7976,M,301.2,312.3
7977,H,301.2,312.4
7978,L,301.2,312.4
7979,L,301.2,312.4
7980,M,301.2,312.4
7981,M,301.2,312.4
7982,L,301.0,312.3
7983,L,301.0,312.3
7984,L,301.0,312.2
7985,L,301.0,312.3
7986,L,301.0,312.2
7987,L,301.1,312.3
7988,H,301.0,312.2
7989,L,301.1,312.3
7990,L,301.1,312.4
7991,M,301.1,312.4
7992,L,301.1,312.3
7993,M,301.1,312.3
7994,L,301.1,312.3
7995,L,301.0,312.3
7996,L,301.0,312.2
7997,M,301.0,312.2
7998,M,301.0,312.2
7999,L,300.9,312.1
8000,M,300.9,312.1
8001,M,300.8,312.0
8002,L,300.8,312.0
8003,M,300.9,312.1
8004,M,300.8,312.0
8005,L,300.9,312.0
8006,L,300.8,312.0
8007,L,300.9,312.1
8008,M,301.0,312.1
8009,L,300.8,311.9
8010,H,300.9,312.0
8011,L,300.8,311.8
8012,L,300.8,311.8
8013,M,300.9,312.0
8014,M,300.9,312.0
8015,L,300.9,312.0
8016,M,301.0,312.0
8017,M,300.9,312.0
8018,L,301.0,312.0
8019,L,301.0,311.9
8020,L,301.0,312.1
8021,H,300.9,312.0
8022,M,301.0,312.0
8023,L,300.9,312.0
8024,H,300.9,312.0
8025,L,300.9,312.0
8026,M,300.8,312.0
8027,L,300.7,311.9
8028,L,300.6,311.9
8029,L,300.6,311.8
8030,M,300.6,311.9
8031,L,300.6,312.0
8032,L,300.7,312.0
8033,L,300.8,312.0
8034,L,300.7,311.9
8035,L,300.7,311.8
8036,L,300.7,311.7
8037,L,300.7,311.7
8038,L,300.7,311.8
8039,L,300.7,311.8
8040,L,300.8,311.9
8041,L,300.8,311.9
8042,H,300.8,311.9
8043,L,300.8,311.9
8044,L,300.7,311.9
8045,L,300.7,311.8
8046,M,300.7,311.9
8047,L,300.6,311.8
8048,L,300.6,311.9
8049,L,300.6,311.9
8050,H,300.6,311.9
8051,L,300.7,312.0
8052,L,300.6,311.8
8053,L,300.5,311.9
8054,L,300.5,311.9
8055,L,300.4,311.8
8056,H,300.2,311.6
8057,L,300.1,311.5
8058,L,300.2,311.5
8059,L,300.3,311.6
8060,L,300.2,311.6
8061,H,300.2,311.5
8062,M,300.2,311.6
8063,M,300.3,311.6
8064,M,300.3,311.7
8065,L,300.5,311.8
8066,M,300.5,311.9
8067,L,300.4,311.9
8068,M,300.6,312.0
8069,M,300.5,311.9
8070,M,300.5,311.9
8071,M,300.5,312.0
8072,L,300.5,312.0
8073,H,300.5,312.0
8074,L,300.5,312.0
8075,L,300.4,312.0
8076,L,300.4,312.0
8077,L,300.3,311.8
8078,L,300.3,311.8
8079,L,300.3,311.7
8080,L,300.2,311.5
8081,H,300.2,311.5
8082,L,300.2,311.6
8083,H,300.1,311.5
8084,L,300.1,311.4
8085,L,300.2,311.4
8086,L,300.2,311.4
8087,L,300.2,311.4
8088,L,300.1,311.4
8089,L,300.1,311.4
8090,L,300.1,311.3
8091,L,300.1,311.4
8092,L,300.2,311.6
8093,M,300.2,311.6
8094,L,300.2,311.6
8095,H,300.2,311.6
8096,L,300.2,311.7
8097,M,300.2,311.7
8098,L,300.3,311.7
8099,L,300.2,311.6
8100,L,300.2,311.7
8101,L,300.3,311.7
8102,L,300.3,311.8
8103,L,300.3,311.8
8104,M,300.3,311.9
8105,L,300.3,311.9
8106,L,300.4,311.9
8107,M,300.4,312.0
8108,H,300.3,311.9
8109,M,300.3,311.8
8110,L,300.3,311.7
8111,H,300.3,311.8
8112,M,300.4,311.8
8113,M,300.4,311.8
8114,L,300.4,311.7
8115,H,300.4,311.8
8116,L,300.4,311.8
8117,L,300.3,311.8
8118,L,300.3,311.7
8119,L,300.3,311.8
8120,L,300.3,311.7
8121,L,300.2,311.6
8122,L,300.2,311.6
8123,M,300.2,311.6
8124,H,300.2,311.5
8125,L,300.2,311.4
8126,L,300.2,311.4
8127,L,300.2,311.4
8128,M,300.1,311.3
8129,L,300.1,311.4
8130,L,300.0,311.3
8131,H,300.0,311.2
8132,H,299.9,311.2
8133,M,299.9,311.3
8134,L,299.8,311.1
8135,L,299.7,311.1
8136,L,299.6,311.0
8137,M,299.6,310.9
8138,H,299.5,310.8
8139,L,299.5,310.8
8140,L,299.5,310.8
8141,L,299.6,310.9
8142,L,299.6,310.8
8143,M,299.7,311.0
8144,L,299.7,310.9
8145,M,299.7,311.0
8146,M,299.7,310.9
8147,L,299.6,310.9
8148,L,299.5,310.8
8149,M,299.5,310.7
8150,M,299.6,310.8
8151,M,299.5,310.7
8152,L,299.5,310.7
8153,L,299.5,310.7
8154,L,299.6,310.8
8155,L,299.6,310.7
8156,L,299.5,310.8
8157,L,299.6,310.8
8158,L,299.6,310.8
8159,L,299.6,310.8
8160,H,299.6,310.9
8161,M,299.7,311.1
8162,H,299.6,311.0
8163,L,299.6,311.0
8164,L,299.7,311.1
8165,L,299.6,310.9
8166,L,299.6,311.0
8167,L,299.7,311.1
8168,H,299.7,311.1
8169,L,299.7,311.1
8170,M,299.8,311.2
8171,L,299.9,311.3
8172,H,300.0,311.4
8173,L,299.9,311.4
8174,H,299.9,311.4
8175,L,299.9,311.3
8176,M,299.9,311.3
8177,L,299.8,311.2
8178,L,299.7,311.1
8179,L,299.7,311.2
8180,L,299.8,311.3
8181,M,299.7,311.2
8182,L,299.7,311.2
8183,M,299.7,311.1
8184,L,299.8,311.1
8185,L,299.8,311.1
8186,L,299.7,311.1
8187,L,299.7,311.0
8188,L,299.6,310.9
8189,M,299.6,310.9
8190,L,299.7,311.0
8191,M,299.7,310.9
8192,M,299.6,310.9
8193,L,299.6,310.9
8194,L,299.5,310.8
8195,L,299.4,310.7
8196,L,299.4,310.8
8197,L,299.4,310.8
8198,M,299.4,310.7
8199,M,299.3,310.7
8200,L,299.2,310.7
8201,L,299.3,310.8
8202,M,299.3,310.9
8203,L,299.3,310.9
8204,M,299.4,310.9
8205,L,299.4,310.9
8206,M,299.4,310.9
8207,L,299.3,310.8
8208,L,299.2,310.7
8209,L,299.2,310.7
8210,L,299.3,310.8
8211,H,299.2,310.7
8212,L,299.2,310.6
8213,H,299.2,310.5
8214,M,299.2,310.5
8215,L,299.2,310.5
8216,L,299.1,310.5
8217,L,299.2,310.6
8218,L,299.1,310.6
8219,L,299.1,310.5
8220,L,299.0,310.4
8221,M,298.9,310.3
8222,M,299.1,310.5
8223,L,299.0,310.5
8224,L,299.1,310.5
8225,L,299.1,310.5
8226,L,299.1,310.5
8227,L,299.1,310.5
8228,M,299.1,310.4
8229,M,299.1,310.4
8230,L,299.1,310.5
8231,L,299.1,310.5
8232,L,299.1,310.5
8233,L,299.1,310.6
8234,M,299.1,310.6
8235,L,299.2,310.6
8236,M,299.2,310.6
8237,L,299.2,310.6
8238,L,299.1,310.6
8239,L,299.1,310.4
8240,L,299.0,310.4
8241,L,299.0,310.4
8242,M,298.9,310.2
8243,M,299.0,310.3
8244,H,299.1,310.4
8245,L,299.0,310.4
8246,M,299.0,310.3
8247,L,299.0,310.3
8248,L,299.0,310.4
8249,L,298.9,310.3
8250,L,299.0,310.4
8251,M,299.0,310.4
8252,L,299.0,310.4
8253,L,299.0,310.4
8254,L,299.1,310.4
8255,M,299.0,310.4
8256,L,299.0,310.4
8257,H,299.0,310.5
8258,M,299.0,310.6
8259,L,299.1,310.6
8260,L,299.1,310.5
8261,H,299.1,310.6
8262,H,299.2,310.6
8263,L,299.1,310.6
8264,H,299.2,310.6
8265,M,299.1,310.6
8266,H,299.1,310.6
8267,L,299.1,310.6
8268,L,299.2,310.7
8269,M,299.2,310.8
8270,H,299.2,310.8
8271,M,299.1,310.8
8272,L,299.1,310.7
8273,L,298.9,310.6
8274,M,299.0,310.6
8275,L,298.9,310.5
8276,M,298.9,310.6
8277,L,298.8,310.5
8278,H,298.8,310.5
8279,L,298.8,310.5
8280,L,298.8,310.6
8281,L,298.8,310.6
8282,H,298.9,310.6
8283,M,298.9,310.7
8284,H,298.9,310.6
8285,L,298.8,310.6
8286,L,298.9,310.6
8287,M,298.8,310.5
8288,L,298.9,310.6
8289,M,298.8,310.6
8290,L,298.9,310.6
8291,M,298.9,310.6
8292,L,298.9,310.5
8293,H,298.9,310.5
8294,M,298.9,310.4
8295,M,298.9,310.5
8296,L,298.9,310.4
8297,L,298.9,310.3
8298,M,298.8,310.2
8299,H,298.7,310.1
8300,L,298.7,310.0
8301,L,298.7,310.1
8302,M,298.7,310.1
8303,L,298.7,310.1
8304,L,298.8,310.2
8305,M,298.7,310.1
8306,H,298.8,310.1
8307,M,298.7,310.1
8308,M,298.7,310.1
8309,L,298.7,310.1
8310,M,298.7,310.0
8311,L,298.7,309.9
8312,M,298.8,310.0
8313,M,298.8,310.0
8314,M,298.8,310.0
8315,L,298.8,309.9
8316,H,298.7,309.8
8317,L,298.8,309.8
8318,L,298.7,309.7
8319,H,298.7,309.7
8320,L,298.7,309.7
8321,M,298.8,309.7
8322,L,298.8,309.6
8323,L,298.7,309.6
8324,H,298.7,309.5
8325,M,298.7,309.5
8326,M,298.7,309.5
8327,H,298.6,309.5
8328,M,298.7,309.6
8329,L,298.6,309.5
8330,L,298.8,309.7
8331,L,298.8,309.7
8332,M,298.8,309.7
8333,L,298.8,309.7
8334,M,298.8,309.7
8335,M,298.8,309.7
8336,M,299.0,309.8
8337,L,298.9,309.7
8338,M,298.8,309.7
8339,L,298.8,309.7
8340,M,298.8,309.7
8341,M,298.8,309.7
8342,L,298.8,309.7
8343,L,298.7,309.7
8344,H,298.8,309.8
8345,L,298.8,309.7
8346,H,298.8,309.8
8347,L,298.7,309.7
8348,L,298.7,309.6
8349,M,298.7,309.6
8350,M,298.7,309.5
8351,M,298.7,309.6
8352,M,298.7,309.6
8353,L,298.6,309.6
8354,L,298.7,309.6
8355,L,298.6,309.6
8356,L,298.7,309.6
8357,M,298.6,309.6
8358,L,298.5,309.5
8359,L,298.7,309.7
8360,M,298.6,309.6
8361,L,298.6,309.6
8362,L,298.6,309.5
8363,L,298.6,309.6
8364,L,298.8,309.7
8365,L,298.9,309.8
8366,M,298.8,309.8
8367,M,298.9,309.8
8368,L,298.9,309.8
8369,L,298.9,309.8
8370,L,298.8,309.7
8371,L,298.8,309.8
8372,L,298.7,309.7
8373,M,298.8,309.7
8374,M,298.7,309.7
8375,L,298.8,309.7
8376,M,298.8,309.6
8377,L,298.8,309.8
8378,L,298.8,309.7
8379,M,298.8,309.9
8380,L,298.8,309.9
8381,L,298.9,310.0
8382,H,298.8,310.0
8383,L,298.9,310.0
8384,M,298.8,309.9
8385,L,298.8,309.7
8386,H,298.8,309.8
8387,M,298.9,309.9
8388,L,298.8,309.9
8389,L,298.9,309.9
8390,L,298.8,309.9
8391,M,298.8,309.8
8392,L,298.6,309.6
8393,M,298.5,309.6
8394,L,298.5,309.5
8395,M,298.6,309.5
8396,M,298.5,309.5
8397,H,298.6,309.6
8398,L,298.5,309.6
8399,L,298.5,309.7
8400,L,298.6,309.7
8401,L,298.6,309.6
8402,H,298.5,309.4
8403,L,298.5,309.5
8404,L,298.5,309.6
8405,L,298.4,309.5
8406,M,298.4,309.5
8407,M,298.4,309.5
8408,L,298.4,309.5
8409,M,298.5,309.6
8410,L,298.5,309.6
8411,L,298.5,309.5
8412,L,298.6,309.8
8413,M,298.6,309.7
8414,M,298.6,309.7
8415,L,298.6,309.8
8416,M,298.7,309.9
8417,M,298.8,310.1
8418,H,298.8,310.1
8419,L,298.9,310.2
8420,L,299.0,310.3
8421,L,298.9,310.4
8422,L,298.9,310.3
8423,H,298.9,310.3
8424,L,299.0,310.4
8425,L,299.1,310.6
8426,L,299.2,310.6
8427,L,299.1,310.5
8428,L,299.1,310.4
8429,M,299.0,310.3
8430,L,299.0,310.3
8431,L,298.9,310.2
8432,H,298.9,310.1
8433,L,298.8,310.0
8434,M,298.8,310.1
8435,M,298.7,309.9
8436,M,298.7,310.0
8437,L,298.7,309.9
8438,L,298.7,309.8
8439,L,298.6,309.8
8440,L,298.6,309.8
8441,L,298.6,309.8
8442,L,298.6,309.9
8443,L,298.6,310.0
8444,M,298.6,309.9
8445,M,298.6,309.9
8446,M,298.6,310.0
8447,L,298.5,309.9
8448,L,298.6,310.1
8449,L,298.5,310.0
8450,L,298.4,309.9
8451,L,298.4,310.0
8452,L,298.5,310.0
8453,M,298.6,310.0
8454,L,298.6,309.9
8455,L,298.6,310.0
8456,L,298.6,309.9
8457,L,298.6,309.9
8458,L,298.6,309.9
8459,L,298.7,309.9
8460,L,298.7,309.9
8461,L,298.7,309.9
8462,L,298.7,309.9
8463,M,298.7,309.8
8464,M,298.7,309.9
8465,H,298.6,309.7
8466,M,298.7,309.8
8467,L,298.7,309.8
8468,L,298.6,309.8
8469,H,298.6,309.7
8470,M,298.6,309.7
8471,L,298.7,309.9
8472,L,298.6,309.8
8473,L,298.5,309.7
8474,M,298.6,309.8
8475,M,298.5,309.7
8476,M,298.5,309.7
8477,L,298.5,309.6
8478,H,298.5,309.6
8479,M,298.5,309.7
8480,L,298.6,309.7
8481,L,298.4,309.6
8482,M,298.3,309.4
8483,L,298.4,309.5
8484,L,298.3,309.4
8485,L,298.4,309.5
8486,L,298.4,309.5
8487,M,298.5,309.5
8488,L,298.4,309.4
8489,L,298.4,309.4
8490,L,298.4,309.4
8491,M,298.5,309.6
8492,L,298.5,309.5
8493,M,298.4,309.5
8494,M,298.3,309.5
8495,L,298.3,309.5
8496,L,298.3,309.4
8497,M,298.3,309.4
8498,M,298.3,309.4
8499,L,298.4,309.6
8500,L,298.4,309.6
8501,L,298.3,309.5
8502,L,298.4,309.7
8503,H,298.6,309.8
8504,L,298.5,309.8
8505,L,298.4,309.7
8506,L,298.4,309.7
8507,L,298.4,309.6
8508,L,298.4,309.7
8509,M,298.4,309.7
8510,M,298.4,309.7
8511,L,298.3,309.7
8512,L,298.4,309.7
8513,H,298.3,309.6
8514,M,298.2,309.5
8515,L,298.2,309.4
8516,L,298.2,309.4
8517,L,298.3,309.6
8518,M,298.3,309.6
8519,M,298.3,309.6
8520,L,298.3,309.6
8521,M,298.3,309.5
8522,L,298.4,309.5
8523,H,298.3,309.4
8524,H,298.3,309.3
8525,L,298.3,309.4
8526,L,298.3,309.4
8527,L,298.3,309.3
8528,L,298.4,309.3
8529,L,298.4,309.3
8530,M,298.5,309.4
8531,M,298.5,309.3
8532,L,298.6,309.3
8533,L,298.6,309.4
8534,M,298.6,309.4
8535,M,298.6,309.5
8536,L,298.6,309.5
8537,M,298.6,309.5
8538,L,298.6,309.5
8539,L,298.5,309.4
8540,L,298.5,309.4
8541,L,298.6,309.5
8542,L,298.5,309.5
8543,H,298.4,309.4
8544,M,298.5,309.4
8545,H,298.5,309.4
8546,L,298.4,309.3
8547,L,298.4,309.3
8548,M,298.4,309.4
8549,L,298.5,309.4
8550,L,298.3,309.3
8551,L,298.3,309.2
8552,M,298.2,309.1
8553,L,298.2,309.1
8554,M,298.1,309.0
8555,L,298.1,309.0
8556,L,298.2,309.0
8557,L,298.2,309.0
8558,L,298.3,309.0
8559,M,298.3,309.0
8560,L,298.3,309.0
8561,L,298.3,309.0
8562,L,298.2,308.9
8563,L,298.1,308.9
8564,L,298.0,308.9
8565,M,298.0,308.7
8566,L,298.0,308.8
8567,M,297.9,308.7
8568,L,298.0,308.7
8569,L,297.9,308.6
8570,L,297.9,308.6
8571,H,297.9,308.7
8572,L,297.9,308.6
8573,M,297.7,308.5
8574,L,297.6,308.4
8575,L,297.6,308.3
8576,M,297.6,308.3
8577,L,297.6,308.3
8578,L,297.6,308.3
8579,L,297.5,308.2
8580,M,297.4,308.1
8581,L,297.5,308.1
8582,M,297.5,308.0
8583,M,297.5,308.1
8584,L,297.4,308.0
8585,L,297.4,307.9
8586,M,297.4,307.9
8587,H,297.3,307.9
8588,M,297.4,307.9
8589,L,297.3,307.8
8590,M,297.3,307.8
8591,L,297.4,307.9
8592,L,297.4,307.9
8593,M,297.5,308.0
8594,M,297.4,308.0
8595,L,297.4,308.0
8596,M,297.5,308.2
8597,L,297.5,308.2
8598,L,297.6,308.3
