index,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet
17990,56.7,9.8,30.62,0.3,9.3,-11.5,-6.6,-1.7,3.4,7.54
17991,54.8,9.9,30.59,0.3,8.7,-11.4,-6.4,-1.5,3.4,6.89
17992,53.0,10.0,30.62,0.3,7.9,-11.5,-6.5,-1.5,3.2,6.22
17993,51.0,10.0,30.55,0.4,8.5,-11.3,-6.3,-1.3,3.2,5.8
17994,47.2,10.3,30.78,0.4,8.6,-12.1,-6.9,-1.8,2.9,5.77
17995,43.6,10.4,30.94,0.4,8.3,-13.0,-7.8,-2.6,2.6,5.26
17996,42.1,10.2,30.91,0.4,8.8,-12.8,-7.7,-2.6,2.7,5.24
17997,41.4,10.0,30.9,0.3,8.5,-12.7,-7.7,-2.7,2.8,4.96
17998,41.3,9.9,30.9,0.3,8.5,-12.7,-7.7,-2.8,2.8,4.66
17999,41.6,10.2,30.93,0.3,8.9,-12.9,-7.8,-2.7,2.8,4.38
18000,42.3,10.2,30.91,0.3,9.4,-12.8,-7.7,-2.6,2.8,3.92
18001,42.4,10.7,31.0,0.3,8.5,-14.1,-8.7,-3.4,2.5,3.65
18002,42.9,11.1,31.0,0.4,7.7,-16.1,-10.5,-5.0,1.8,3.44
18003,43.1,11.5,31.0,0.5,9.0,-18.5,-12.7,-7.0,1.2,3.29
18004,43.2,11.7,31.0,0.5,8.5,-21.2,-15.3,-9.5,0.7,2.92
18005,43.3,12.1,31.0,0.5,8.9,-21.3,-15.2,-9.2,0.6,2.71
18006,45.4,12.7,31.0,0.5,9.9,-19.6,-13.2,-6.9,1.2,2.5
18007,44.5,13.2,31.0,0.5,11.4,-22.6,-16.0,-9.4,0.5,1.95
18008,43.8,13.2,31.0,0.5,11.9,-21.8,-15.2,-8.6,0.8,4.87
18009,41.6,13.4,31.0,0.5,10.3,-26.5,-19.8,-13.1,0.1,5.46
18010,43.7,13.3,31.0,0.4,8.0,-30.4,-23.7,-17.1,0.0,5.29
18011,42.2,12.9,31.0,0.4,7.1,-30.3,-23.8,-17.4,0.0,1.92
18012,40.7,12.4,31.0,0.4,7.2,-29.8,-23.6,-17.4,0.0,4.34
18013,44.7,11.9,31.0,0.3,5.1,-31.2,-25.2,-19.3,0.0,4.43
18014,43.3,10.9,31.0,0.3,6.2,-28.2,-22.7,-17.3,0.2,3.57
18015,43.1,10.0,31.0,0.2,5.6,-26.4,-21.4,-16.4,0.7,3.38
18016,43.6,9.5,31.0,0.2,6.1,-26.0,-21.2,-16.5,0.5,3.7
18017,43.4,8.7,31.0,0.1,6.1,-23.0,-18.6,-14.3,1.3,2.27
18018,44.7,8.3,31.0,0.1,6.4,-21.6,-17.4,-13.3,1.6,2.43
18019,43.3,8.4,31.0,0.1,5.8,-21.1,-16.9,-12.7,1.7,2.75
18020,40.0,8.7,31.0,0.0,5.9,-20.7,-16.3,-12.0,2.1,2.85
18021,31.5,8.3,31.0,0.0,5.9,-20.7,-16.5,-12.4,2.1,4.51
18022,36.8,8.6,31.0,0.0,6.0,-21.5,-17.2,-12.9,2.0,4.39
18023,35.8,9.6,31.0,0.0,4.3,-23.2,-18.4,-13.6,1.8,3.69
18024,33.3,10.6,31.0,0.1,3.4,-24.4,-19.1,-13.8,1.6,1.71
18025,34.1,11.9,31.0,0.0,3.3,-26.6,-20.6,-14.7,1.5,1.52
18026,25.9,12.8,31.0,0.0,2.3,-27.4,-21.0,-14.6,1.5,0.96
18027,32.5,12.6,31.0,0.1,1.8,-26.0,-19.7,-13.4,1.5,0.62
18028,24.5,12.7,31.0,0.1,2.1,-25.7,-19.3,-13.0,1.3,1.15
18029,22.2,12.9,31.0,0.2,1.2,-26.0,-19.5,-13.1,0.9,0.59
18030,20.7,14.2,31.0,0.3,1.3,-27.3,-20.2,-13.1,0.6,0.48
18031,28.2,14.4,31.0,0.3,0.0,-28.0,-20.8,-13.6,0.4,0.0
18032,29.1,13.4,31.0,0.2,0.0,-26.9,-20.2,-13.5,0.7,0.0
18033,25.4,13.0,31.0,0.2,1.8,-25.7,-19.2,-12.7,1.1,0.55
18034,29.0,12.6,31.0,0.1,1.9,-24.2,-17.9,-11.6,1.5,0.66
18035,30.3,12.4,31.0,0.1,4.1,-23.2,-17.0,-10.8,1.8,1.33
18036,23.6,12.2,31.0,0.1,4.3,-22.9,-16.8,-10.7,1.8,1.36
18037,25.3,12.3,31.0,0.1,2.2,-23.6,-17.4,-11.3,1.7,0.88
18038,25.4,11.9,31.0,0.3,1.0,-28.0,-22.0,-16.1,0.5,1.01
18039,26.5,11.8,31.0,0.4,0.8,-28.4,-22.5,-16.6,0.4,0.9
18040,26.9,11.4,31.0,0.4,0.9,-28.4,-22.7,-17.0,0.3,0.92
18041,27.0,10.9,31.0,0.2,0.9,-26.9,-21.4,-16.0,0.8,0.91
18042,28.4,11.0,31.0,0.3,0.9,-27.3,-21.8,-16.3,0.7,0.7
18043,28.7,10.6,31.0,0.2,0.9,-27.2,-21.9,-16.6,0.8,0.62
18044,27.7,10.7,31.0,0.3,2.0,-28.8,-23.4,-18.1,0.4,1.33
18045,28.0,11.0,31.0,0.3,2.0,-28.9,-23.4,-17.9,0.4,1.27
18046,29.7,10.9,31.0,0.4,1.7,-28.4,-22.9,-17.5,0.3,1.36
18047,30.1,10.6,31.0,0.4,1.7,-27.5,-22.2,-16.9,0.3,1.47
18048,29.6,10.4,31.0,0.5,0.8,-27.3,-22.1,-16.9,0.2,0.5
18049,22.6,9.2,31.0,0.5,0.8,-26.8,-22.2,-17.6,0.2,0.47
18050,23.1,9.1,31.0,0.5,0.7,-26.0,-21.4,-16.9,0.2,0.64
18051,26.3,9.4,31.0,0.6,0.0,-26.0,-21.3,-16.6,0.0,0.0
18052,24.7,9.8,31.0,0.6,0.0,-25.8,-20.9,-16.0,0.0,0.0
18053,19.2,10.4,31.0,0.4,0.0,-22.7,-17.5,-12.3,0.8,0.0
18054,24.2,10.0,31.0,0.5,0.0,-22.3,-17.3,-12.3,0.7,0.0
18055,25.7,9.3,31.0,0.4,0.2,-19.9,-15.2,-10.6,1.2,0.31
18056,24.5,8.8,31.0,0.4,0.0,-19.6,-15.2,-10.8,1.1,0.29
18057,27.1,8.7,31.0,0.3,0.1,-20.3,-15.9,-11.6,1.2,0.13
18058,25.9,8.9,31.0,0.3,0.3,-21.2,-16.7,-12.3,1.2,0.28
18059,25.4,9.3,31.0,0.2,0.3,-21.4,-16.7,-12.1,1.4,0.48
18060,21.9,9.4,31.0,0.2,0.5,-21.4,-16.7,-12.0,1.4,0.54
18061,25.2,9.3,31.0,0.2,0.5,-21.8,-17.1,-12.5,1.4,0.51
18062,23.6,9.3,31.0,0.2,0.5,-22.2,-17.5,-12.9,1.3,0.48
18063,24.6,9.2,31.0,0.2,0.6,-22.4,-17.8,-13.2,1.3,0.39
18064,23.1,8.9,31.0,0.2,1.3,-22.5,-18.0,-13.6,1.3,0.97
18065,25.2,9.5,31.0,0.2,1.4,-23.3,-18.5,-13.8,1.2,1.25
18066,25.9,10.2,31.0,0.2,2.1,-24.1,-19.0,-13.9,1.2,2.08
18067,27.5,10.9,31.0,0.2,2.8,-24.9,-19.4,-14.0,1.2,2.98
18068,29.9,11.3,31.0,0.1,2.8,-25.5,-19.8,-14.2,1.2,3.0
18069,28.4,11.7,31.0,0.2,2.6,-26.2,-20.3,-14.5,1.1,2.21
18070,31.5,12.1,31.0,0.2,2.1,-26.6,-20.5,-14.5,1.0,2.6
18071,33.6,12.1,31.0,0.4,0.6,-29.0,-22.9,-16.9,0.3,0.76
18072,35.1,11.5,31.0,0.3,0.6,-26.7,-20.9,-15.2,0.7,0.55
18073,35.6,10.6,31.0,0.2,1.5,-24.7,-19.4,-14.1,1.0,1.52
18074,34.5,10.2,31.0,0.3,0.9,-24.6,-19.5,-14.4,0.8,1.05
18075,36.4,9.5,31.0,0.4,0.8,-24.2,-19.4,-14.7,0.7,1.24
18076,35.3,8.8,31.0,0.4,1.6,-23.1,-18.7,-14.3,0.7,1.55
18077,31.2,8.7,31.0,0.4,2.9,-22.2,-17.8,-13.5,0.8,1.77
18078,32.1,7.8,31.0,0.3,5.4,-19.2,-15.3,-11.4,1.4,1.71
18079,34.7,7.2,31.0,0.2,6.4,-19.2,-15.6,-12.0,1.5,1.59
18080,36.6,7.0,31.0,0.3,6.8,-19.5,-16.0,-12.5,1.4,2.0
18081,39.0,6.9,31.0,0.3,8.2,-19.9,-16.4,-13.0,1.3,2.45
18082,41.9,6.9,31.0,0.3,9.2,-19.2,-15.7,-12.3,1.4,2.79
18083,43.0,6.8,31.0,0.4,9.4,-20.4,-17.0,-13.6,1.0,3.7
18084,44.8,6.8,31.0,0.5,10.5,-19.8,-16.4,-13.0,1.0,3.4
18085,43.8,6.6,31.0,0.5,11.0,-18.4,-15.1,-11.8,1.2,3.95
18086,44.8,6.6,31.0,0.5,15.6,-16.1,-12.8,-9.5,1.6,4.39
18087,86.4,5.2,23.91,0.4,31.2,-2.8,-0.2,2.4,5.2,7.02
18088,86.2,5.5,24.37,0.4,31.2,-3.2,-0.4,2.4,5.3,7.21
18089,85.1,5.8,24.93,0.4,32.6,-3.7,-0.8,2.1,5.3,8.16
18090,84.0,6.7,25.36,0.4,47.0,-4.1,-0.7,2.7,5.3,8.01
18091,83.7,6.6,25.25,0.4,46.5,-4.0,-0.7,2.6,5.3,7.85
18092,84.7,6.5,24.71,0.4,46.2,-3.5,-0.2,3.1,5.4,7.45
18093,85.6,6.3,23.91,0.5,45.4,-2.8,0.4,3.6,5.5,7.67
18094,85.8,6.0,21.77,0.6,48.7,-1.5,1.5,4.5,5.8,7.68
18095,75.2,7.0,19.5,0.9,145.7,-0.6,2.9,6.4,5.4,16.41
18096,70.0,8.4,30.55,0.7,95.9,-11.3,-7.1,-2.9,2.1,15.69
18097,69.9,9.0,31.0,0.7,77.3,-14.6,-10.1,-5.6,1.4,14.29
18098,69.9,8.5,30.76,0.7,68.6,-12.0,-7.7,-3.5,2.1,13.73
18099,69.8,8.5,30.38,0.6,57.9,-10.8,-6.5,-2.3,2.6,13.04
18100,71.0,9.0,30.84,0.6,45.4,-12.4,-7.9,-3.4,2.3,12.23
18101,71.1,9.1,30.97,0.5,37.4,-13.3,-8.7,-4.2,2.2,11.87
18102,74.9,8.4,29.55,0.4,28.9,-9.1,-4.9,-0.7,3.6,10.86
18103,77.5,7.6,25.88,0.5,27.8,-4.6,-0.8,3.0,5.0,11.0
18104,78.9,7.1,25.15,0.5,24.7,-3.9,-0.3,3.3,5.1,11.27
18105,79.1,6.8,25.25,0.5,22.1,-4.0,-0.6,2.8,5.1,11.41
18106,80.4,6.3,25.36,0.4,19.5,-4.1,-0.9,2.3,5.3,11.6
18107,80.5,5.7,25.15,0.4,19.5,-3.9,-1.0,1.9,5.2,11.61
18108,80.7,5.7,24.37,0.4,17.6,-3.2,-0.3,2.6,5.3,11.78
18109,79.6,5.4,23.33,0.5,18.3,-2.3,0.4,3.1,5.5,11.64
18110,78.3,5.4,23.09,0.5,17.1,-2.1,0.6,3.3,5.5,11.29
18111,74.7,7.1,26.58,0.7,12.3,-5.3,-1.7,1.9,4.4,6.69
18112,73.2,7.3,27.32,0.6,11.4,-6.1,-2.4,1.3,4.2,6.81
18113,73.2,7.7,28.09,0.6,11.7,-7.0,-3.1,0.8,3.9,7.0
18114,71.9,7.9,28.55,0.7,11.6,-7.6,-3.6,0.4,3.6,7.19
18115,71.4,8.0,28.55,0.6,9.5,-7.6,-3.6,0.4,3.7,8.37
18116,70.6,8.1,28.7,0.7,10.3,-7.8,-3.7,0.4,3.6,8.16
18117,69.6,8.4,29.11,0.7,10.3,-8.4,-4.2,0.0,3.4,8.11
18118,68.2,8.6,29.61,0.7,8.7,-9.2,-4.9,-0.6,3.0,7.64
18119,65.4,8.9,29.93,0.7,9.0,-9.8,-5.3,-0.9,3.0,7.41
18120,63.3,9.1,30.12,0.6,7.9,-10.2,-5.6,-1.1,3.0,6.54
18121,49.3,10.0,30.76,0.6,5.3,-12.0,-7.0,-2.0,2.5,3.65
18122,50.0,9.8,30.73,0.7,4.8,-11.9,-7.0,-2.1,2.4,4.09
18123,51.8,9.6,30.68,0.6,4.6,-11.7,-6.9,-2.1,2.6,4.38
18124,51.1,9.5,30.65,0.7,4.9,-11.6,-6.8,-2.1,2.4,4.33
18125,52.5,9.4,30.59,0.7,5.1,-11.4,-6.7,-2.0,2.5,4.09
18126,52.9,9.3,30.52,0.7,5.8,-11.2,-6.5,-1.9,2.5,4.09
18127,52.4,9.4,30.49,0.7,6.6,-11.1,-6.4,-1.7,2.5,4.31
18128,53.4,9.3,30.41,0.6,8.2,-10.9,-6.2,-1.6,2.8,3.0
18129,53.3,9.4,30.38,0.6,9.8,-10.8,-6.1,-1.4,2.9,2.95
18130,53.9,9.4,30.3,0.5,11.3,-10.6,-5.9,-1.2,3.0,3.28
18131,55.3,9.6,30.45,0.5,12.5,-11.0,-6.2,-1.4,2.9,3.8
18132,56.6,9.7,30.45,0.5,11.9,-11.0,-6.1,-1.3,3.0,4.63
18133,57.0,10.0,30.76,0.4,11.8,-12.0,-7.0,-2.0,2.8,5.95
18134,57.7,10.3,31.0,0.5,12.2,-13.8,-8.6,-3.5,2.3,6.93
18135,58.6,10.2,31.0,0.5,13.1,-14.1,-9.0,-3.9,2.1,7.59
18136,59.3,9.9,30.76,0.3,10.9,-12.0,-7.0,-2.1,3.1,7.45
18137,59.7,9.8,30.55,0.4,12.9,-11.3,-6.4,-1.5,3.1,7.81
18138,58.9,9.9,30.52,0.4,13.5,-11.2,-6.2,-1.3,3.2,7.89
18139,58.0,9.8,30.52,0.3,11.8,-11.2,-6.3,-1.4,3.4,7.89
18140,58.4,9.8,30.52,0.3,9.8,-11.2,-6.3,-1.4,3.4,7.98
18141,57.8,9.8,30.45,0.3,9.1,-11.0,-6.1,-1.2,3.4,6.71
18142,57.8,10.0,30.45,0.3,8.1,-11.0,-6.0,-1.0,3.4,6.01
18143,57.1,10.0,30.38,0.4,7.0,-10.8,-5.8,-0.8,3.3,5.34
18144,53.3,10.2,30.38,0.4,7.9,-10.8,-5.7,-0.6,3.3,4.85
18145,49.5,10.3,30.41,0.4,8.2,-10.9,-5.7,-0.6,3.2,4.71
18146,45.9,10.4,30.68,0.4,7.9,-11.7,-6.5,-1.3,2.9,4.62
18147,44.1,10.5,30.93,0.4,7.9,-12.9,-7.6,-2.4,2.5,4.61
18148,41.7,10.3,30.95,0.4,7.7,-13.1,-7.9,-2.8,2.5,4.44
18149,42.8,9.9,30.88,0.3,8.1,-12.6,-7.6,-2.7,2.7,4.28
18150,49.7,9.9,30.76,0.3,8.8,-12.0,-7.0,-2.1,2.9,3.98
18151,49.6,9.8,30.7,0.3,9.5,-11.8,-6.9,-2.0,3.0,3.7
18152,45.7,10.0,30.78,0.3,8.2,-12.1,-7.1,-2.1,2.9,3.61
18153,47.4,10.5,30.94,0.3,8.1,-13.0,-7.7,-2.5,2.8,3.31
18154,45.2,11.0,30.99,0.4,8.9,-13.6,-8.1,-2.6,2.6,2.79
18155,45.2,11.4,31.0,0.4,8.9,-15.3,-9.6,-3.9,2.1,2.57
18156,43.7,11.5,31.0,0.3,9.3,-14.7,-8.9,-3.2,2.5,2.21
18157,45.8,11.8,31.0,0.3,9.7,-15.0,-9.1,-3.2,2.5,1.82
18158,43.9,13.0,31.0,0.4,10.1,-16.5,-10.0,-3.5,2.2,1.61
18159,43.6,13.3,31.0,0.4,11.1,-19.0,-12.3,-5.7,1.6,1.52
18160,38.8,13.2,31.0,0.4,10.5,-20.4,-13.8,-7.2,1.2,1.69
18161,45.3,12.8,31.0,0.4,8.8,-22.5,-16.1,-9.7,0.9,4.64
18162,45.1,12.4,31.0,0.3,7.9,-23.9,-17.7,-11.5,0.7,3.53
18163,45.6,12.0,31.0,0.4,6.9,-25.9,-19.9,-13.9,0.4,3.6
18164,44.8,11.6,31.0,0.4,5.9,-27.4,-21.6,-15.8,0.1,4.15
18165,44.7,11.5,31.0,0.4,4.9,-29.6,-23.8,-18.1,0.0,2.79
18166,40.8,12.2,31.0,0.3,5.2,-34.4,-28.3,-22.2,0.0,3.25
18167,40.6,11.6,31.0,0.3,4.2,-32.0,-26.2,-20.4,0.0,2.88
18168,39.4,11.2,31.0,0.4,4.2,-30.3,-24.7,-19.1,0.0,2.49
18169,38.5,11.0,31.0,0.4,4.5,-28.2,-22.7,-17.2,0.0,2.16
18170,34.7,11.0,31.0,0.4,4.2,-27.5,-22.0,-16.5,0.0,2.31
18171,37.7,10.0,31.0,0.4,3.0,-24.5,-19.5,-14.5,0.0,1.66
18172,35.6,10.3,31.0,0.4,2.5,-24.8,-19.6,-14.5,0.0,1.9
18173,30.3,9.8,31.0,0.3,2.4,-24.5,-19.6,-14.7,0.3,1.91
18174,30.8,11.9,31.0,0.4,1.6,-29.9,-23.9,-18.0,0.0,0.84
18175,26.4,12.1,31.0,0.4,1.5,-29.3,-23.2,-17.2,0.0,0.56
18176,29.6,12.0,31.0,0.4,1.5,-27.6,-21.6,-15.6,0.0,1.41
18177,25.5,12.1,31.0,0.2,1.5,-27.5,-21.4,-15.4,0.5,1.28
18178,24.6,12.7,31.0,0.3,0.9,-27.4,-21.0,-14.7,0.2,0.29
18179,24.0,12.9,31.0,0.3,1.0,-26.5,-20.0,-13.6,0.3,0.57
18180,22.1,13.3,31.0,0.4,0.0,-25.7,-19.0,-12.4,0.3,0.0
18181,27.5,14.4,31.0,0.4,0.0,-26.9,-19.7,-12.5,0.1,0.0
18182,28.6,14.3,31.0,0.4,0.0,-28.1,-20.9,-13.8,0.0,0.0
18183,24.4,13.5,31.0,0.5,0.0,-27.0,-20.2,-13.5,0.0,0.0
18184,25.5,13.5,31.0,0.4,0.0,-29.2,-22.4,-15.7,0.0,0.0
18185,23.8,13.5,31.0,0.4,0.0,-29.2,-22.4,-15.7,0.0,0.0
18186,25.9,12.3,31.0,0.3,1.7,-23.6,-17.4,-11.3,0.8,1.39
18187,26.0,12.0,31.0,0.1,1.8,-21.3,-15.3,-9.3,2.1,0.55
18188,24.9,11.8,31.0,0.0,1.8,-20.6,-14.7,-8.8,2.4,0.6
18189,26.2,12.0,31.0,0.4,0.8,-27.0,-21.0,-15.0,0.5,1.0
18190,26.3,11.4,31.0,0.4,1.9,-26.6,-20.9,-15.2,0.5,1.18
18191,26.3,11.0,31.0,0.3,1.9,-25.9,-20.4,-14.9,0.7,1.22
18192,26.8,10.9,31.0,0.4,1.5,-26.6,-21.1,-15.7,0.5,1.46
18193,26.8,11.0,31.0,0.4,1.7,-27.1,-21.6,-16.1,0.4,1.44
18194,26.4,11.2,31.0,0.4,1.4,-27.7,-22.1,-16.5,0.3,1.41
18195,26.1,11.1,31.0,0.4,1.7,-27.6,-22.0,-16.5,0.4,1.47
18196,26.8,11.2,31.0,0.5,1.6,-27.5,-21.9,-16.3,0.3,1.26
18197,27.3,10.9,31.0,0.5,1.5,-26.9,-21.4,-16.0,0.3,1.4
18198,25.5,10.1,31.0,0.5,0.7,-26.3,-21.2,-16.2,0.2,0.44
18199,25.4,9.8,31.0,0.6,0.7,-26.7,-21.8,-16.9,0.0,0.42
18200,25.1,9.7,31.0,0.6,0.7,-25.7,-20.8,-16.0,0.0,0.63
18201,24.6,9.5,31.0,0.6,0.6,-22.8,-18.0,-13.3,0.3,0.45
18202,22.0,10.0,31.0,0.6,0.5,-22.3,-17.3,-12.3,0.4,0.37
18203,20.8,10.6,31.0,0.6,0.2,-21.6,-16.3,-11.0,0.7,0.39
18204,24.7,10.3,31.0,0.5,0.0,-20.4,-15.2,-10.1,1.0,0.22
18205,23.4,9.4,31.0,0.4,0.0,-19.1,-14.4,-9.7,1.2,0.06
18206,25.2,9.0,31.0,0.5,0.0,-19.4,-14.9,-10.4,1.1,0.08
18207,25.1,8.9,31.0,0.4,0.0,-19.8,-15.3,-10.9,1.1,0.19
18208,26.1,9.7,31.0,0.3,0.0,-20.8,-15.9,-11.1,1.2,0.26
18209,23.6,9.7,31.0,0.3,0.1,-21.5,-16.6,-11.8,1.2,0.33
18210,23.3,9.8,31.0,0.3,0.3,-21.8,-16.9,-12.0,1.2,0.32
18211,22.7,9.5,31.0,0.2,0.4,-21.5,-16.7,-12.0,1.4,0.36
18212,22.3,9.2,31.0,0.2,0.8,-21.5,-16.9,-12.3,1.4,0.87
18213,24.1,9.1,31.0,0.2,0.9,-21.7,-17.1,-12.6,1.4,0.18
18214,23.3,9.4,31.0,0.2,1.0,-22.2,-17.5,-12.8,1.3,0.84
18215,24.6,9.8,31.0,0.3,1.5,-23.4,-18.5,-13.6,1.1,1.25
18216,25.9,10.9,31.0,0.2,2.2,-24.6,-19.1,-13.7,1.1,2.46
18217,27.4,11.6,31.0,0.3,2.3,-25.9,-20.1,-14.3,0.9,2.92
18218,28.8,11.9,31.0,0.2,2.4,-25.9,-19.9,-14.0,1.1,3.45
18219,30.3,12.2,31.0,0.3,1.8,-27.3,-21.2,-15.1,0.7,2.26
18220,31.1,12.1,31.0,0.3,1.8,-26.8,-20.7,-14.7,0.8,2.28
18221,35.8,11.8,31.0,0.3,1.3,-26.2,-20.3,-14.4,0.8,1.66
18222,35.6,11.5,31.0,0.3,0.5,-25.8,-20.0,-14.3,0.8,0.59
18223,37.6,10.8,31.0,0.3,1.0,-25.3,-19.9,-14.5,0.7,1.68
18224,39.4,10.1,31.0,0.4,0.5,-25.4,-20.3,-15.3,0.5,0.8
18225,38.6,9.4,31.0,0.4,0.8,-23.3,-18.6,-13.9,0.8,1.0
18226,38.2,8.7,31.0,0.4,0.8,-23.2,-18.8,-14.5,0.7,1.38
18227,35.2,7.8,31.0,0.3,1.2,-20.9,-17.0,-13.1,1.1,1.36
18228,35.4,7.3,31.0,0.4,3.3,-18.4,-14.7,-11.1,1.4,1.4
18229,38.2,7.0,31.0,0.3,4.3,-18.8,-15.3,-11.8,1.4,2.21
18230,40.8,6.7,31.0,0.4,6.7,-19.6,-16.2,-12.9,1.2,2.66
18231,42.4,6.5,31.0,0.4,8.4,-19.5,-16.2,-13.0,1.1,2.73
18232,46.5,6.8,31.0,0.5,8.6,-20.6,-17.2,-13.8,0.9,3.35
18233,46.7,6.6,31.0,0.5,9.4,-20.4,-17.1,-13.8,0.9,3.3
18234,48.1,6.3,31.0,0.5,11.0,-17.7,-14.5,-11.4,1.3,4.45
18235,47.3,6.2,31.0,0.5,13.3,-16.0,-12.9,-9.8,1.6,5.28
18236,75.4,6.0,26.77,0.8,55.8,-5.5,-2.5,0.5,3.4,9.26
18237,87.4,5.9,25.88,0.6,29.7,-4.6,-1.6,1.4,4.3,7.25
18238,86.2,6.0,25.15,0.5,29.7,-3.9,-0.9,2.1,4.8,7.12
18239,85.1,6.3,25.36,0.4,31.9,-4.1,-0.9,2.3,5.1,7.19
18240,83.5,6.5,25.47,0.4,35.9,-4.2,-0.9,2.4,5.1,7.48
18241,84.4,6.7,25.57,0.4,38.6,-4.3,-0.9,2.5,5.2,7.68
18242,84.2,6.9,25.15,0.4,42.2,-3.9,-0.4,3.1,5.3,7.63
18243,84.0,6.8,25.15,0.5,46.4,-3.9,-0.5,2.9,5.2,7.46
18244,85.1,6.7,24.6,0.5,45.7,-3.4,0.0,3.4,5.3,7.1
18245,86.1,6.5,23.8,0.5,46.5,-2.7,0.6,3.9,5.5,6.37
18246,86.0,6.5,21.77,0.6,45.2,-1.5,1.8,5.1,5.9,5.73
18247,70.2,8.0,26.77,0.8,101.2,-5.5,-1.5,2.5,3.8,14.2
18248,67.5,8.7,30.65,0.7,78.5,-11.6,-7.2,-2.9,2.2,13.47
18249,66.1,9.4,31.0,0.7,59.8,-16.9,-12.2,-7.5,1.1,12.94
18250,65.9,9.5,31.0,0.6,54.2,-18.6,-13.8,-9.1,0.9,12.66
18251,65.9,9.8,31.0,0.5,58.6,-21.6,-16.7,-11.8,0.8,12.33
18252,69.4,9.6,31.0,0.6,53.6,-19.0,-14.2,-9.4,1.0,11.86
18253,75.7,8.5,29.31,0.5,39.6,-8.7,-4.4,-0.2,3.6,11.5
18254,78.4,7.5,26.48,0.5,33.9,-5.2,-1.4,2.4,4.8,11.7
18255,78.7,7.0,26.39,0.4,26.8,-5.1,-1.6,1.9,4.7,11.12
18256,80.2,6.7,25.99,0.4,24.8,-4.7,-1.3,2.1,4.9,11.03
18257,81.6,6.2,25.68,0.4,23.6,-4.4,-1.3,1.8,5.0,11.19
18258,80.5,5.9,25.15,0.4,23.1,-3.9,-0.9,2.1,5.0,10.85
18259,78.1,5.6,23.68,0.5,20.8,-2.6,0.2,3.0,5.3,11.15
18260,77.8,5.4,21.02,0.6,20.7,-1.2,1.5,4.2,5.7,11.38
18261,73.4,7.1,26.19,0.7,11.1,-4.9,-1.3,2.3,4.5,7.09
18262,73.4,7.4,26.87,0.7,10.0,-5.6,-1.9,1.8,4.2,7.03
18263,72.1,7.7,27.41,0.7,9.9,-6.2,-2.3,1.6,4.0,7.0
18264,71.6,7.8,27.92,0.8,9.6,-6.8,-2.9,1.0,3.7,7.04
18265,70.4,8.1,28.09,0.7,9.1,-7.0,-2.9,1.2,3.7,7.56
18266,68.9,8.1,28.01,0.7,7.9,-6.9,-2.8,1.3,3.7,7.27
18267,67.5,8.5,28.48,0.8,7.7,-7.5,-3.2,1.1,3.5,7.25
18268,65.5,8.8,29.55,0.8,7.2,-9.1,-4.7,-0.3,3.0,6.65
18269,61.0,9.0,29.72,0.7,7.4,-9.4,-4.9,-0.4,3.0,5.72
18270,53.2,9.4,29.98,0.6,10.3,-9.9,-5.2,-0.5,3.1,5.14
18271,54.7,9.4,29.72,0.6,12.1,-9.4,-4.7,0.0,3.2,5.55
18272,56.3,9.6,29.72,0.6,13.0,-9.4,-4.6,0.2,3.2,5.14
18273,55.5,9.6,29.61,0.6,13.3,-9.2,-4.4,0.4,3.2,5.49
18274,56.0,9.8,29.61,0.5,13.8,-9.2,-4.3,0.6,3.3,5.65
18275,56.6,10.1,29.98,0.5,13.9,-9.9,-4.8,0.3,3.4,6.04
18276,58.8,9.8,30.03,0.5,14.1,-10.0,-5.1,-0.2,3.2,6.4
18277,60.0,9.8,29.98,0.5,16.1,-9.9,-5.0,-0.1,3.2,6.38
18278,59.7,9.8,30.38,0.5,18.1,-10.8,-5.9,-1.0,2.8,7.53
18279,60.9,9.8,30.38,0.5,16.9,-10.8,-5.9,-1.0,2.8,7.51
18280,61.6,9.6,29.77,0.4,13.8,-9.5,-4.7,0.1,3.5,7.41
18281,60.8,9.6,29.77,0.4,12.1,-9.5,-4.7,0.1,3.6,7.44
18282,60.1,9.7,29.93,0.4,9.7,-9.8,-4.9,-0.1,3.7,6.91
18283,59.3,9.8,30.21,0.4,7.5,-10.4,-5.5,-0.6,3.5,5.23
18284,58.5,10.0,30.34,0.4,7.3,-10.7,-5.7,-0.7,3.2,4.54
18285,55.0,10.2,30.17,0.4,7.4,-10.3,-5.2,-0.1,3.3,4.11
18286,52.5,10.4,30.08,0.4,8.0,-10.1,-4.9,0.3,3.2,3.89
18287,48.8,10.2,29.98,0.4,8.2,-9.9,-4.8,0.3,3.3,4.74
18288,45.6,10.4,30.52,0.4,8.2,-11.2,-6.0,-0.8,2.8,4.09
18289,44.2,10.1,31.0,0.4,7.6,-14.2,-9.1,-4.1,2.0,4.09
18290,43.5,10.0,31.0,0.4,7.8,-14.2,-9.2,-4.2,2.0,3.96
18291,51.5,10.0,30.93,0.4,8.2,-12.9,-7.9,-2.9,2.5,3.76
18292,45.7,10.0,30.99,0.4,8.5,-13.7,-8.7,-3.7,2.2,3.49
18293,47.1,10.8,31.0,0.5,6.4,-18.0,-12.6,-7.2,0.8,3.59
18294,45.7,11.5,31.0,0.6,5.1,-21.2,-15.4,-9.7,0.2,3.3
