index,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ
5022,26600,122501.0,153280.0,DebtCon,Mgr,2.0,0.0,0.0
5023,26700,146193.0,185200.0,DebtCon,ProfExe,11.0,0.0,0.0
5024,26700,40785.0,75601.0,DebtCon,Mgr,14.0,1.0,0.0
5025,26700,144243.0,176096.0,DebtCon,Other,1.0,0.0,0.0
5026,26700,73468.0,108774.0,DebtCon,ProfExe,11.0,0.0,0.0
5027,26700,,120179.0,DebtCon,Mgr,8.0,0.0,0.0
5028,26700,81968.0,114647.0,DebtCon,ProfExe,10.0,0.0,1.0
5029,26700,23361.0,55483.0,DebtCon,Other,36.0,0.0,0.0
5030,26700,186185.0,233480.0,DebtCon,ProfExe,0.0,0.0,0.0
5031,26700,129559.0,170042.0,DebtCon,Mgr,1.0,0.0,0.0
5032,26700,18590.0,53462.0,DebtCon,Other,25.0,0.0,0.0
5033,26800,149729.0,183027.0,DebtCon,ProfExe,7.0,0.0,0.0
5034,26800,133594.0,173255.0,DebtCon,Other,8.0,0.0,0.0
5035,26800,145772.0,193135.0,DebtCon,ProfExe,12.0,0.0,0.0
5036,26800,96895.0,144482.0,DebtCon,Mgr,23.0,0.0,0.0
5037,26800,148471.0,183284.0,DebtCon,ProfExe,4.0,0.0,0.0
5038,26800,139309.0,166621.0,DebtCon,Other,5.0,0.0,0.0
5039,26800,89146.0,128923.0,DebtCon,Mgr,7.0,2.0,1.0
5040,26800,124199.0,166404.0,DebtCon,Mgr,1.0,0.0,0.0
5041,26800,46236.0,62711.0,DebtCon,Office,17.0,0.0,0.0
5042,26800,35485.0,74949.0,DebtCon,Mgr,14.0,0.0,0.0
5043,26800,145745.0,211400.0,HomeImp,ProfExe,6.0,0.0,0.0
5044,26800,213165.0,282068.0,HomeImp,ProfExe,5.0,,4.0
5045,26800,138216.0,170052.0,DebtCon,ProfExe,10.0,0.0,0.0
5046,26800,18459.0,53907.0,DebtCon,Other,0.0,0.0,0.0
5047,26900,74982.0,126972.0,DebtCon,Office,0.0,0.0,0.0
5048,26900,,35397.0,DebtCon,Other,7.0,0.0,
5049,26900,69446.0,104590.0,DebtCon,ProfExe,11.0,0.0,0.0
5050,26900,57414.0,92916.0,DebtCon,Office,0.0,0.0,0.0
5051,26900,115638.0,145440.0,DebtCon,Office,4.0,,
5052,26900,69000.0,106500.0,DebtCon,Sales,0.6,0.0,1.0
5053,26900,67144.0,92923.0,DebtCon,Other,16.0,0.0,0.0
5054,26900,47882.0,78854.0,DebtCon,Other,11.0,0.0,0.0
5055,26900,98324.0,129210.0,DebtCon,ProfExe,0.0,1.0,0.0
5056,26900,54071.0,85557.0,DebtCon,Office,0.0,0.0,2.0
5057,26900,113724.0,151969.0,DebtCon,Office,4.0,,
5058,26900,72848.0,101736.0,DebtCon,Office,10.0,0.0,0.0
5059,26900,45763.0,73797.0,DebtCon,Other,23.0,,0.0
5060,26900,215692.0,286555.0,HomeImp,ProfExe,8.0,,5.0
5061,27000,79218.0,115721.0,DebtCon,Other,9.0,0.0,0.0
5062,27000,77910.0,117590.0,DebtCon,Other,4.0,0.0,0.0
5063,27000,50375.0,70656.0,DebtCon,Other,8.0,0.0,0.0
5064,27000,13718.0,35684.0,DebtCon,Other,16.0,2.0,0.0
5065,27000,144901.0,178093.0,DebtCon,ProfExe,7.0,0.0,0.0
5066,27000,45482.0,77000.0,DebtCon,Office,0.8,0.0,0.0
5067,27000,124000.0,162000.0,DebtCon,Other,0.8,0.0,2.0
5068,27000,54515.0,82539.0,DebtCon,Other,20.0,0.0,0.0
5069,27000,45880.0,82425.0,DebtCon,Other,21.0,0.0,0.0
5070,27000,54834.0,85391.0,DebtCon,Other,9.0,0.0,1.0
5071,27000,,38441.0,DebtCon,Other,8.0,1.0,
5072,27000,60631.0,86091.0,DebtCon,Other,24.0,0.0,2.0
5073,27000,23160.0,58074.0,DebtCon,Other,36.0,0.0,0.0
5074,27000,,61844.0,DebtCon,Other,26.0,0.0,0.0
5075,27000,,38356.0,DebtCon,Other,8.0,0.0,
5076,27100,63844.0,101000.0,DebtCon,Other,8.0,1.0,1.0
5077,27100,140305.0,237302.0,HomeImp,ProfExe,27.0,0.0,0.0
5078,27100,44095.0,77587.0,DebtCon,Mgr,14.0,1.0,0.0
5079,27100,24494.0,77479.0,DebtCon,Other,,1.0,1.0
5080,27100,,31681.0,HomeImp,Other,23.0,0.0,0.0
5081,27100,33649.0,63214.0,,Office,2.0,0.0,0.0
5082,27100,20479.0,46735.0,DebtCon,Other,24.0,0.0,0.0
5083,27100,118200.0,159739.0,DebtCon,ProfExe,6.0,0.0,1.0
5084,27100,20497.0,74244.0,DebtCon,Other,,1.0,2.0
5085,27200,70730.0,93752.0,DebtCon,Office,8.0,0.0,0.0
5086,27200,145725.0,179197.0,DebtCon,Other,1.0,0.0,0.0
5087,27200,83894.0,121302.0,DebtCon,ProfExe,6.0,0.0,1.0
5088,27200,110470.0,180982.0,DebtCon,Sales,17.0,0.0,0.0
5089,27200,61000.0,104044.0,DebtCon,Other,16.0,0.0,1.0
5090,27200,101680.0,134864.0,DebtCon,Office,10.0,0.0,1.0
5091,27200,97541.0,126368.0,DebtCon,ProfExe,0.0,1.0,0.0
5092,27200,61118.0,35184.0,DebtCon,Sales,10.0,4.0,2.0
5093,27200,24070.0,58216.0,DebtCon,Other,35.0,0.0,0.0
5094,27200,58383.0,92484.0,DebtCon,Other,22.0,1.0,2.0
5095,27300,66878.0,93656.0,DebtCon,Office,11.0,0.0,0.0
5096,27300,72314.0,118839.0,DebtCon,Other,5.0,0.0,0.0
5097,27300,44026.0,71597.0,DebtCon,Other,22.0,,1.0
5098,27300,97373.0,126102.0,DebtCon,Office,10.0,0.0,1.0
5099,27300,55973.0,93503.0,DebtCon,Other,22.0,0.0,1.0
5100,27300,53223.0,86696.0,DebtCon,Office,0.0,0.0,0.0
5101,27300,135823.0,185416.0,DebtCon,Mgr,1.0,,
5102,27300,106221.0,137727.0,DebtCon,Self,3.0,0.0,0.0
5103,27300,37636.0,73328.0,DebtCon,Mgr,12.0,0.0,0.0
5104,27300,,37531.0,HomeImp,Other,22.0,0.0,0.0
5105,27300,127260.0,212953.0,DebtCon,ProfExe,9.0,0.0,0.0
5106,27300,,43277.0,DebtCon,Other,9.0,0.0,
5107,27300,149950.0,177309.0,DebtCon,ProfExe,6.0,0.0,0.0
5108,27300,,116708.0,DebtCon,Mgr,11.0,0.0,0.0
5109,27300,140773.0,188414.0,DebtCon,ProfExe,12.0,0.0,0.0
5110,27400,99900.0,143437.0,DebtCon,Mgr,21.0,0.0,0.0
5111,27400,113364.0,146520.0,HomeImp,Office,16.0,1.0,1.0
5112,27400,,39858.0,DebtCon,Other,11.0,1.0,
5113,27400,,121625.0,DebtCon,Mgr,7.0,1.0,0.0
5114,27400,195497.0,246354.0,DebtCon,Other,8.0,0.0,0.0
5115,27400,51298.0,90010.0,DebtCon,Other,6.0,1.0,0.0
5116,27400,23939.0,56874.0,DebtCon,Office,3.0,0.0,1.0
5117,27400,46575.0,85263.0,DebtCon,Office,1.0,0.0,0.0
5118,27400,100951.0,149305.0,DebtCon,Mgr,21.0,0.0,0.0
5119,27400,41370.0,70528.0,DebtCon,Office,18.0,0.0,0.0
5120,27500,54511.0,84470.0,DebtCon,Other,9.0,0.0,1.0
5121,27500,97679.0,149877.0,DebtCon,Mgr,23.0,0.0,0.0
5122,27500,145774.0,206788.0,HomeImp,ProfExe,4.0,0.0,0.0
5123,27500,132000.0,179000.0,DebtCon,ProfExe,1.0,1.0,0.0
5124,27500,137900.0,184000.0,DebtCon,Office,10.0,0.0,0.0
5125,27500,150666.0,192346.0,HomeImp,Self,3.0,0.0,0.0
5126,27500,,40807.0,DebtCon,Other,8.0,1.0,
5127,27500,69579.0,117799.0,DebtCon,Other,5.0,0.0,0.0
5128,27500,97601.0,136546.0,DebtCon,Other,9.0,0.0,0.0
5129,27500,131269.0,211014.0,DebtCon,ProfExe,10.0,0.0,0.0
5130,27500,23439.0,47177.0,DebtCon,Other,25.0,0.0,0.0
5131,27600,54584.0,86568.0,DebtCon,Other,22.0,0.0,0.0
5132,27600,73846.0,100216.0,DebtCon,ProfExe,12.0,0.0,0.0
5133,27600,60039.0,86166.0,DebtCon,Office,0.0,0.0,0.0
5134,27600,121592.0,153432.0,DebtCon,Mgr,2.0,0.0,0.0
5135,27600,103898.0,130784.0,DebtCon,Office,11.0,0.0,0.0
5136,27600,131887.0,174323.0,DebtCon,Mgr,0.0,0.0,0.0
5137,27600,150120.0,191972.0,HomeImp,Self,3.0,0.0,0.0
5138,27600,64818.0,91915.0,DebtCon,Other,16.0,0.0,0.0
5139,27600,153063.0,202542.0,HomeImp,Other,10.0,0.0,0.0
5140,27600,57327.0,87683.0,DebtCon,Office,0.0,0.0,0.0
5141,27600,,117581.0,DebtCon,Mgr,10.0,0.0,0.0
5142,27600,54328.0,94216.0,DebtCon,Other,24.0,1.0,2.0
5143,27600,124139.0,157940.0,DebtCon,Mgr,4.0,0.0,0.0
5144,27600,123121.0,157337.0,DebtCon,Mgr,2.0,0.0,0.0
5145,27600,72468.0,106906.0,DebtCon,ProfExe,12.0,0.0,0.0
5146,27600,112753.0,155166.0,DebtCon,ProfExe,6.0,0.0,0.0
5147,27600,129311.0,188143.0,DebtCon,Mgr,1.0,,
5148,27600,74964.0,118507.0,DebtCon,Other,5.0,0.0,0.0
5149,27700,63962.0,101676.0,DebtCon,Other,15.0,0.0,1.0
5150,27700,103249.0,206521.0,DebtCon,Other,24.0,0.0,0.0
5151,27700,97834.0,132396.0,HomeImp,ProfExe,18.0,0.0,2.0
5152,27700,54617.0,87722.0,DebtCon,Other,9.0,0.0,1.0
5153,27700,73148.0,101462.0,DebtCon,ProfExe,10.0,0.0,0.0
5154,27700,,65635.0,HomeImp,Other,18.0,0.0,3.0
5155,27700,61396.0,111627.0,,Self,20.0,0.0,0.0
5156,27700,25947.0,49836.0,DebtCon,Other,24.0,0.0,0.0
5157,27700,77886.0,114494.0,DebtCon,ProfExe,9.0,0.0,0.0
5158,27700,54541.0,78832.0,DebtCon,Office,0.0,0.0,0.0
5159,27700,149169.0,183234.0,DebtCon,ProfExe,8.0,0.0,0.0
5160,27700,19300.0,39000.0,DebtCon,Mgr,12.0,3.0,0.0
5161,27700,83300.0,,HomeImp,Mgr,20.0,1.0,4.0
5162,27700,85285.0,116468.0,DebtCon,Other,9.0,0.0,0.0
5163,27700,76055.0,126560.0,DebtCon,Office,0.0,0.0,0.0
5164,27700,,42515.0,DebtCon,Other,11.0,1.0,
5165,27700,120070.0,153652.0,DebtCon,Office,4.0,,
5166,27700,141930.0,182516.0,DebtCon,ProfExe,0.0,0.0,0.0
5167,27700,35132.0,71456.0,DebtCon,Mgr,13.0,0.0,0.0
5168,27700,67446.0,99206.0,DebtCon,ProfExe,11.0,0.0,0.0
5169,27800,114417.0,150849.0,DebtCon,Mgr,5.0,0.0,0.0
5170,27800,96332.0,123598.0,DebtCon,ProfExe,1.0,0.0,0.0
5171,27800,19600.0,50594.0,DebtCon,Other,24.0,0.0,0.0
5172,27800,64804.0,97553.0,DebtCon,Other,15.0,1.0,0.0
5173,27800,127770.0,169440.0,DebtCon,Mgr,2.0,0.0,0.0
5174,27800,142356.0,177328.0,DebtCon,ProfExe,6.0,0.0,0.0
5175,27800,181405.0,229116.0,DebtCon,ProfExe,0.0,0.0,0.0
5176,27900,55859.0,92179.0,DebtCon,Office,0.0,0.0,1.0
5177,27900,73630.0,106757.0,DebtCon,ProfExe,11.0,0.0,0.0
5178,27900,137006.0,207997.0,HomeImp,ProfExe,5.0,0.0,0.0
5179,27900,66027.0,102745.0,DebtCon,ProfExe,9.0,0.0,0.0
5180,27900,69589.0,115061.0,DebtCon,Other,5.0,0.0,0.0
5181,27900,62264.0,39604.0,DebtCon,Sales,10.0,3.0,1.0
5182,27900,149359.0,192955.0,HomeImp,Self,0.0,0.0,0.0
5183,27900,142346.0,185057.0,DebtCon,ProfExe,9.0,0.0,1.0
5184,27900,50988.0,81533.0,DebtCon,Office,1.0,0.0,0.0
5185,27900,113843.0,156282.0,DebtCon,ProfExe,7.0,0.0,0.0
5186,27900,135511.0,184219.0,DebtCon,ProfExe,1.0,1.0,0.0
5187,27900,90694.0,121543.0,DebtCon,Mgr,5.0,2.0,1.0
5188,28000,58002.0,86427.0,DebtCon,Other,9.0,0.0,1.0
5189,28000,59775.0,87390.0,DebtCon,Other,8.0,0.0,0.0
5190,28000,140770.0,209726.0,HomeImp,ProfExe,5.0,0.0,0.0
5191,28000,49764.0,74526.0,DebtCon,Other,24.0,,1.0
5192,28000,62376.0,104073.0,DebtCon,Other,16.0,1.0,0.0
5193,28000,77322.0,118082.0,DebtCon,Other,7.0,0.0,0.0
5194,28000,68000.0,106000.0,HomeImp,Other,6.0,,
5195,28000,86600.0,127000.0,DebtCon,ProfExe,6.5,0.0,4.0
5196,28000,28042.0,63500.0,DebtCon,ProfExe,14.0,2.0,4.0
5197,28000,96015.0,127551.0,DebtCon,ProfExe,0.0,1.0,0.0
5198,28100,100420.0,207737.0,DebtCon,Other,22.0,0.0,0.0
5199,28100,135991.0,183598.0,DebtCon,Mgr,0.0,,
5200,28100,96160.0,128767.0,DebtCon,Office,10.0,0.0,1.0
5201,28100,86778.0,110851.0,DebtCon,Office,9.0,0.0,0.0
5202,28100,32470.0,54522.0,DebtCon,Other,35.0,0.0,0.0
5203,28100,61000.0,99000.0,DebtCon,Mgr,7.0,0.0,1.0
5204,28100,72100.0,112000.0,DebtCon,ProfExe,20.0,4.0,1.0
5205,28100,112564.0,162129.0,DebtCon,ProfExe,7.0,0.0,0.0
5206,28100,75768.0,,DebtCon,Other,9.0,,0.0
5207,28200,90485.0,123674.0,DebtCon,Other,1.0,0.0,1.0
5208,28200,76011.0,129352.0,DebtCon,Office,1.0,0.0,0.0
5209,28200,58232.0,97555.0,DebtCon,Other,17.0,0.0,1.0
5210,28200,44363.0,72966.0,DebtCon,Mgr,16.0,1.0,0.0
5211,28200,61038.0,87534.0,DebtCon,Other,8.0,0.0,0.0
5212,28200,118728.0,160486.0,DebtCon,ProfExe,7.0,0.0,0.0
5213,28200,109184.0,207035.0,DebtCon,Other,23.0,0.0,0.0
5214,28200,44321.0,63050.0,DebtCon,Office,19.0,0.0,0.0
5215,28200,185607.0,227617.0,DebtCon,ProfExe,0.0,0.0,0.0
5216,28200,,117181.0,DebtCon,Mgr,9.0,0.0,0.0
5217,28200,148455.0,191419.0,HomeImp,Self,1.0,0.0,0.0
5218,28200,100353.0,131386.0,DebtCon,Office,9.0,0.0,0.0
5219,28200,51663.0,92860.0,DebtCon,Other,24.0,0.0,1.0
5220,28200,148772.0,186023.0,HomeImp,Self,3.0,0.0,0.0
5221,28200,66242.0,109762.0,DebtCon,Other,8.0,0.0,1.0
5222,28300,72572.0,117311.0,DebtCon,Other,6.0,0.0,0.0
5223,28300,,29512.0,HomeImp,Other,24.0,0.0,0.0
5224,28300,126942.0,166797.0,DebtCon,Mgr,0.0,0.0,0.0
5225,28300,105000.0,147000.0,DebtCon,ProfExe,11.0,0.0,0.0
5226,28300,71973.0,119224.0,DebtCon,Other,4.0,0.0,0.0
5227,28300,68959.0,102048.0,DebtCon,ProfExe,12.0,0.0,0.0
5228,28300,130028.0,178918.0,DebtCon,Mgr,2.0,,
5229,28300,137159.0,186153.0,DebtCon,Mgr,0.0,,
5230,28300,145931.0,239990.0,HomeImp,ProfExe,27.0,0.0,0.0
5231,28300,104686.0,136033.0,HomeImp,ProfExe,13.0,0.0,2.0
5232,28400,90823.0,126845.0,DebtCon,Other,1.0,0.0,0.0
5233,28400,72870.0,95647.0,DebtCon,Office,11.0,0.0,0.0
5234,28400,46126.0,66942.0,DebtCon,Office,18.0,0.0,0.0
5235,28400,150784.0,192411.0,HomeImp,Self,0.0,0.0,0.0
5236,28400,197852.0,243593.0,DebtCon,Other,10.0,0.0,0.0
5237,28400,207687.0,242544.0,HomeImp,Other,8.0,0.0,0.0
5238,28400,106020.0,206030.0,DebtCon,Other,22.0,0.0,0.0
5239,28400,112996.0,175817.0,DebtCon,Sales,17.0,0.0,0.0
5240,28400,53480.0,90560.0,DebtCon,Other,24.0,0.0,1.0
5241,28400,183314.0,232345.0,DebtCon,ProfExe,1.0,0.0,0.0
5242,28400,36484.0,73478.0,DebtCon,Mgr,13.0,1.0,0.0
5243,28400,206126.0,238745.0,HomeImp,Other,9.0,0.0,0.0
5244,28500,49461.0,83352.0,DebtCon,Other,21.0,0.0,0.0
5245,28500,73188.0,111925.0,HomeImp,Other,5.0,,
5246,28500,97262.0,131830.0,DebtCon,Office,10.0,0.0,0.0
5247,28500,,41763.0,DebtCon,Other,12.0,1.0,
5248,28500,108293.0,135317.0,DebtCon,Other,5.0,0.0,0.0
5249,28500,84908.0,108385.0,DebtCon,Office,10.0,0.0,0.0
5250,28500,43413.0,73248.0,DebtCon,Mgr,13.0,0.0,0.0
5251,28500,100145.0,130522.0,DebtCon,Office,10.0,0.0,0.0
5252,28500,137174.0,186118.0,DebtCon,Mgr,1.0,,
5253,28500,29338.0,62220.0,,Office,2.0,0.0,0.0
5254,28600,32136.0,51599.0,DebtCon,Other,35.0,0.0,0.0
5255,28600,94165.0,130285.0,DebtCon,Office,10.0,0.0,1.0
5256,28600,85174.0,127306.0,DebtCon,Other,1.0,0.0,0.0
5257,28600,136546.0,185507.0,DebtCon,ProfExe,0.0,0.0,0.0
5258,28600,26189.0,50409.0,DebtCon,Other,36.0,0.0,0.0
5259,28600,39009.0,75893.0,DebtCon,Mgr,12.0,1.0,0.0
5260,28600,105907.0,156126.0,DebtCon,ProfExe,10.0,0.0,0.0
5261,28600,31634.0,65157.0,,Office,5.0,0.0,0.0
5262,28600,126189.0,167157.0,DebtCon,ProfExe,19.0,0.0,2.0
5263,28700,107281.0,155874.0,DebtCon,ProfExe,10.0,0.0,0.0
5264,28700,137247.0,186685.0,DebtCon,Mgr,0.0,,
5265,28700,131767.0,214558.0,DebtCon,ProfExe,10.0,0.0,0.0
5266,28700,67951.0,106093.0,DebtCon,ProfExe,11.0,0.0,0.0
5267,28700,133188.0,179454.0,DebtCon,ProfExe,1.0,1.0,0.0
5268,28700,25190.0,59841.0,DebtCon,Office,1.0,0.0,1.0
5269,28800,204455.0,245685.0,HomeImp,Other,8.0,0.0,0.0
5270,28800,132019.0,168828.0,DebtCon,Mgr,0.0,0.0,0.0
5271,28800,,121560.0,DebtCon,Mgr,8.0,1.0,0.0
5272,28800,151328.0,194243.0,HomeImp,Self,2.0,0.0,0.0
5273,28800,,44761.0,DebtCon,Other,10.0,0.0,
5274,28800,134144.0,185910.0,DebtCon,Mgr,2.0,,
5275,28800,30357.0,56776.0,DebtCon,Other,35.0,0.0,0.0
5276,28900,225000.0,285000.0,DebtCon,ProfExe,15.0,0.0,1.0
5277,28900,135770.0,188368.0,DebtCon,ProfExe,0.0,1.0,0.0
5278,28900,91683.0,127833.0,DebtCon,ProfExe,0.0,1.0,0.0
5279,28900,134509.0,211558.0,DebtCon,ProfExe,10.0,0.0,0.0
5280,28900,89945.0,124453.0,DebtCon,Other,2.0,0.0,0.0
5281,28900,,117991.0,DebtCon,Mgr,7.0,0.0,0.0
5282,28900,63748.0,36392.0,DebtCon,Sales,9.0,4.0,1.0
5283,28900,102108.0,147463.0,DebtCon,Mgr,19.0,0.0,0.0
5284,28900,75887.0,117989.0,DebtCon,Other,4.0,0.0,0.0
5285,28900,77916.0,130728.0,DebtCon,Office,2.0,0.0,0.0
5286,28900,109888.0,182229.0,DebtCon,Sales,16.0,0.0,0.0
5287,28900,29515.0,49525.0,DebtCon,Other,36.0,0.0,0.0
5288,29000,152065.0,192445.0,HomeImp,Self,2.0,0.0,0.0
5289,29000,32109.0,49912.0,DebtCon,Other,34.0,0.0,0.0
5290,29000,149900.0,201000.0,,Self,5.0,4.0,4.0
5291,29000,79000.0,,HomeImp,ProfExe,8.0,0.0,1.0
5292,29000,72478.0,113000.0,DebtCon,Other,1.5,0.0,6.0
5293,29000,101824.0,,DebtCon,Mgr,4.0,2.0,4.0
5294,29200,116202.0,160084.0,DebtCon,ProfExe,6.0,0.0,0.0
5295,29200,50105.0,83815.0,DebtCon,Other,21.0,0.0,0.0
5296,29200,139299.0,180818.0,DebtCon,ProfExe,1.0,0.0,0.0
5297,29200,99600.0,143000.0,DebtCon,Other,15.0,0.0,0.0
5298,29300,228059.0,291314.0,DebtCon,ProfExe,16.0,0.0,1.0
5299,29300,68024.0,115954.0,HomeImp,Other,6.0,,
5300,29400,119256.0,160683.0,DebtCon,ProfExe,6.0,0.0,0.0
5301,29400,48800.0,86000.0,DebtCon,Other,5.0,1.0,0.0
5302,29400,39354.0,75553.0,DebtCon,Mgr,13.0,1.0,0.0
5303,29400,109457.0,145453.0,DebtCon,Other,15.0,0.0,0.0
5304,29500,232801.0,289260.0,DebtCon,ProfExe,13.0,0.0,0.0
5305,29500,50079.0,80222.0,DebtCon,Office,1.0,0.0,0.0
5306,29500,48590.0,81354.0,DebtCon,Office,0.0,0.0,0.0
5307,29500,118000.0,169900.0,DebtCon,Mgr,8.0,0.0,0.0
5308,29600,233916.0,291490.0,DebtCon,ProfExe,15.0,0.0,1.0
5309,29700,46268.0,79463.0,DebtCon,Office,0.0,0.0,0.0
5310,29700,100657.0,148653.0,DebtCon,Other,14.0,0.0,0.0
5311,29800,134560.0,187551.0,DebtCon,ProfExe,1.0,0.0,0.0
5312,29800,225481.0,290762.0,DebtCon,ProfExe,13.0,0.0,1.0
5313,29800,34000.0,71000.0,DebtCon,Other,10.0,,
5314,29900,230499.0,294326.0,DebtCon,ProfExe,15.0,0.0,1.0
5315,29900,135955.0,182161.0,DebtCon,ProfExe,0.0,0.0,0.0
5316,29900,73506.0,115000.0,DebtCon,Mgr,11.0,0.0,0.0
5317,29900,22000.0,,DebtCon,Other,2.0,2.0,0.0
5318,29900,131756.0,167302.0,DebtCon,Mgr,0.0,0.0,0.0
5319,30000,74975.0,118886.0,DebtCon,Mgr,12.0,0.0,0.0
5320,30000,77853.0,114746.0,HomeImp,Other,6.0,,
5321,30000,79044.0,118685.0,DebtCon,Mgr,12.0,0.0,0.0
5322,30000,12223.0,35875.06,DebtCon,Other,28.5,0.0,0.0
5323,30000,187000.0,293000.0,DebtCon,Other,28.0,0.0,0.0
5324,30000,32657.0,76000.0,DebtCon,Other,,,
5325,30000,48000.0,97000.0,DebtCon,Office,3.0,0.0,0.0
5326,30000,224000.0,282000.0,DebtCon,ProfExe,5.0,0.0,1.0
5327,30000,8875.0,57000.0,DebtCon,Other,0.0,0.0,0.0
5328,30000,,50000.0,HomeImp,Office,4.0,0.0,1.0
5329,30000,17696.0,53100.0,DebtCon,Mgr,20.0,4.0,5.0
5330,30000,176000.0,240000.0,DebtCon,ProfExe,1.0,1.0,0.0
5331,30000,,46200.0,,,0.0,1.0,3.0
5332,30000,109583.0,153132.0,DebtCon,ProfExe,10.0,0.0,0.0
5333,30000,15214.0,38094.0,DebtCon,Other,26.0,0.0,0.0
5334,30000,20000.0,38000.0,DebtCon,Other,0.9,0.0,0.0
5335,30100,24350.0,40356.0,DebtCon,Other,0.0,0.0,0.0
5336,30100,92249.0,,HomeImp,Office,2.0,1.0,0.0
5337,30100,138322.0,186139.0,DebtCon,ProfExe,2.0,0.0,0.0
5338,30100,228006.0,285921.0,DebtCon,ProfExe,15.0,0.0,0.0
5339,30100,78124.0,116280.0,DebtCon,Mgr,10.0,0.0,0.0
5340,30100,42747.0,71360.0,DebtCon,Other,10.0,,
5341,30200,36000.0,73500.0,DebtCon,Office,14.0,0.0,1.0
5342,30200,80951.0,116160.0,DebtCon,ProfExe,19.0,4.0,0.0
5343,30200,124000.0,171366.0,DebtCon,Mgr,13.0,0.0,0.0
5344,30200,20956.0,39333.0,DebtCon,Other,0.0,1.0,0.0
5345,30200,106594.0,148695.0,DebtCon,Other,13.0,0.0,0.0
5346,30200,34955.0,79556.0,DebtCon,Other,8.0,,
5347,30300,137927.0,182588.0,DebtCon,ProfExe,1.0,1.0,0.0
5348,30300,,52545.0,,,1.0,1.0,3.0
5349,30300,54352.0,79302.0,DebtCon,Office,0.0,0.0,0.0
5350,30300,109859.0,153240.0,DebtCon,ProfExe,10.0,0.0,0.0
5351,30300,18306.0,66747.0,DebtCon,Other,1.0,0.0,0.0
5352,30300,36014.0,76525.0,DebtCon,Mgr,14.0,0.0,0.0
5353,30400,45747.0,78829.0,DebtCon,Office,0.0,0.0,0.0
5354,30400,40386.0,68120.0,DebtCon,Mgr,12.0,1.0,0.0
5355,30400,46948.0,80473.0,DebtCon,Office,0.0,0.0,0.0
5356,30400,55429.0,103948.0,DebtCon,Office,3.0,0.0,0.0
5357,30500,77246.0,121758.0,DebtCon,Mgr,10.0,0.0,0.0
5358,30500,57516.0,103086.0,DebtCon,Office,3.0,0.0,0.0
5359,30500,113822.0,148478.0,DebtCon,ProfExe,10.0,0.0,0.0
5360,30500,108736.0,147531.0,DebtCon,Other,13.0,0.0,0.0
5361,30500,138082.0,181157.0,DebtCon,ProfExe,2.0,1.0,0.0
5362,30500,10952.0,65166.0,DebtCon,Other,0.0,0.0,0.0
5363,30500,124225.0,181129.0,DebtCon,Mgr,11.0,0.0,0.0
5364,30500,18375.0,61738.0,DebtCon,Mgr,20.0,3.0,5.0
5365,30600,35332.0,71898.0,DebtCon,Other,10.0,,
5366,30600,78355.0,124426.0,DebtCon,Mgr,11.0,0.0,0.0
5367,30600,231344.0,284199.0,DebtCon,ProfExe,7.0,0.0,1.0
5368,30600,54372.0,78653.0,DebtCon,Office,0.0,0.0,0.0
5369,30700,36804.0,83295.0,DebtCon,Other,,,
5370,30700,14834.0,64870.0,DebtCon,Other,1.0,0.0,0.0
5371,30800,129062.0,176389.0,DebtCon,Mgr,13.0,0.0,0.0
5372,30800,29226.0,44735.0,DebtCon,Other,1.0,0.0,0.0
5373,30800,15428.0,45495.0,DebtCon,Other,28.0,0.0,0.0
5374,30800,195221.0,293118.0,DebtCon,Other,29.0,0.0,0.0
5375,30800,147577.0,187129.0,DebtCon,Office,11.0,0.0,0.0
5376,30800,21172.0,37333.0,DebtCon,Other,30.0,0.0,0.0
5377,30800,125787.0,175196.0,DebtCon,Mgr,13.0,0.0,0.0
5378,30800,54981.0,82038.0,DebtCon,Office,2.0,0.0,0.0
5379,30900,230978.0,291013.0,DebtCon,ProfExe,12.0,0.0,1.0
5380,30900,189798.0,301984.0,DebtCon,Other,28.0,0.0,0.0
5381,30900,106717.0,,DebtCon,Mgr,4.0,2.0,4.0
5382,30900,190480.0,298239.0,DebtCon,Other,27.0,0.0,1.0
5383,31000,133471.0,188154.0,DebtCon,ProfExe,0.0,0.0,0.0
5384,31000,67794.0,103535.0,DebtCon,Mgr,7.0,0.0,1.0
5385,31000,37507.0,71612.0,DebtCon,Other,10.0,,
5386,31000,118000.0,167000.0,DebtCon,ProfExe,17.0,0.0,0.0
5387,31000,30000.0,72000.0,DebtCon,Mgr,20.0,2.0,0.0
5388,31000,13542.0,58827.0,DebtCon,Other,0.0,0.0,0.0
5389,31000,51370.0,103298.0,DebtCon,Office,0.0,0.0,0.0
5390,31100,73386.0,108864.0,HomeImp,Other,5.0,,
5391,31100,136521.0,188264.0,DebtCon,ProfExe,1.0,1.0,0.0
5392,31200,22907.0,46357.0,DebtCon,Other,0.0,0.0,0.0
5393,31200,234304.0,290923.0,DebtCon,ProfExe,14.0,0.0,1.0
5394,31200,14906.0,64767.0,DebtCon,Other,0.0,0.0,0.0
5395,31200,124295.0,176185.0,DebtCon,Mgr,12.0,0.0,0.0
5396,31200,15557.0,62847.0,DebtCon,Other,0.0,0.0,0.0
