index,CLAGE,NINQ,CLNO,DEBTINC,y
4521,119.58590128,0.0,8.0,20.818255542,0
4522,312.73847118,4.0,31.0,35.771675924,0
4523,357.8050619,0.0,17.0,30.564280336,0
4524,289.70153888,0.0,19.0,39.929954554,0
4525,276.18236267,0.0,35.0,29.283032502,0
4526,125.70170443,0.0,19.0,33.224319129,0
4527,192.76666667,0.0,35.0,,0
4528,186.15634723,2.0,25.0,37.943868201,0
4529,127.35992199,1.0,23.0,30.985538961,0
4530,176.74916309,0.0,38.0,17.620920214,0
4531,169.80527106,0.0,24.0,39.488844436,0
4532,224.94134673,0.0,24.0,41.871755799,0
4533,267.75553453,2.0,25.0,32.200781329,0
4534,180.73115396,1.0,13.0,41.526026449,0
4535,408.18764616,0.0,23.0,24.200935826,0
4536,648.32849259,0.0,23.0,22.84647896,0
4537,50.717534833,2.0,18.0,37.10325125,1
4538,412.02054674,0.0,24.0,25.637263088,0
4539,225.89772555,0.0,24.0,42.766829612,0
4540,175.81537537,5.0,43.0,40.315790028,0
4541,85.128353796,,12.0,24.991359419,0
4542,119.23120438,1.0,19.0,43.829588004,0
4543,,,,30.020087994,0
4544,145.35528027,0.0,14.0,36.032760292,0
4545,138.96666667,2.0,38.0,,1
4546,177.01767442,2.0,24.0,40.995208218,0
4547,169.28363143,1.0,25.0,40.980615645,0
4548,,,,36.761014189,0
4549,203.8609299,0.0,25.0,26.629077387,0
4550,160.05823642,1.0,21.0,34.355460775,0
4551,363.14019166,1.0,16.0,30.27099531,0
4552,119.71195475,2.0,5.0,19.624527791,0
4553,275.95535624,2.0,29.0,29.713601037,0
4554,77.228821947,1.0,19.0,35.5214873,0
4555,173.46666667,0.0,19.0,,1
4556,307.57275263,1.0,27.0,36.690724403,0
4557,56.667099395,0.0,13.0,64.775727757,1
4558,120.73333333,1.0,16.0,,1
4559,59.405775058,1.0,18.0,35.696636225,0
4560,308.42512578,0.0,18.0,37.654075235,0
4561,161.25574183,1.0,23.0,32.719421241,0
4562,75.813971337,2.0,19.0,36.529569478,0
4563,126.83333333,2.0,19.0,,0
4564,252.07354491,1.0,50.0,38.074090593,0
4565,313.80972585,0.0,19.0,37.513324048,0
4566,300.29631253,,12.0,30.203989283,0
4567,207.78427098,0.0,21.0,30.549215834,0
4568,138.16735959,0.0,13.0,38.561206281,0
4569,123.36864612,1.0,19.0,26.71625685,0
4570,194.25100609,0.0,20.0,27.157061267,0
4571,226.24324322,0.0,12.0,38.67184311,0
4572,,,,,1
4573,211.92327535,0.0,13.0,41.494839796,0
4574,307.62423878,,12.0,31.913704682,0
4575,,,,29.508517268,0
4576,194.98725245,1.0,26.0,35.406059646,0
4577,241.08364933,1.0,19.0,37.479757124,0
4578,127.02462497,0.0,8.0,20.407825584,0
4579,322.78811436,0.0,17.0,45.413177555,0
4580,314.39449343,0.0,42.0,37.98813172,0
4581,,,,16.426394706,0
4582,302.77226199,2.0,31.0,34.871855162,0
4583,127.741782,1.0,24.0,33.608037305,0
4584,135.19851865,,11.0,25.357164928,0
4585,193.1196811,5.0,43.0,39.593595223,0
4586,258.30359386,0.0,7.0,26.61774876,0
4587,171.50625674,5.0,23.0,56.961838569,1
4588,198.9,,17.0,,1
4589,118.66666667,1.0,11.0,,0
4590,189.7,1.0,28.0,,0
4591,289.13333333,0.0,25.0,,0
4592,97.933333333,1.0,17.0,,0
4593,177.5,0.0,16.0,,1
4594,303.29428571,1.0,27.0,,1
4595,65.966666667,3.0,12.0,,1
4596,243.73241747,3.0,50.0,35.871958946,0
4597,185.80205049,0.0,25.0,32.22967397,0
4598,135.76405083,0.0,11.0,22.981005101,0
4599,,,,31.564226916,1
4600,230.05972968,0.0,19.0,35.896708642,0
4601,124.76666667,0.0,19.0,,0
4602,36.5,0.0,12.0,,1
4603,317.69255678,0.0,26.0,37.782036284,0
4604,222.62659082,1.0,19.0,34.68253701,0
4605,196.25310409,1.0,12.0,39.758932499,0
4606,195.64233318,0.0,25.0,34.540809522,0
4607,243.34973257,0.0,28.0,39.082696629,0
4608,236.96199248,1.0,19.0,37.934877857,0
4609,83.099726126,,13.0,26.148970181,0
4610,216.13333333,4.0,32.0,,1
4611,303.76246947,3.0,32.0,35.223861623,0
4612,163.17437719,0.0,25.0,42.060981767,0
4613,117.04550066,1.0,24.0,30.482780029,0
4614,243.00312872,3.0,51.0,36.575387744,0
4615,68.931110225,2.0,18.0,36.46436586,0
4616,151.93333333,1.0,35.0,,1
4617,123.8,0.0,14.0,,1
4618,184.72511268,0.0,16.0,51.630380591,1
4619,88.665201262,0.0,17.0,32.523092223,0
4620,126.92269121,1.0,10.0,23.040944709,0
4621,84.668791549,0.0,16.0,35.604886706,0
4622,205.77680196,0.0,34.0,39.656334058,0
4623,226.11638661,1.0,27.0,34.499938365,0
4624,175.62208285,0.0,25.0,33.992424446,0
4625,323.66666667,0.0,35.0,,0
4626,126.2435974,3.0,26.0,36.372531415,0
4627,71.1819889,1.0,19.0,36.496201084,0
4628,199.76356315,0.0,20.0,27.471559692,0
4629,298.18590413,2.0,32.0,36.155277517,0
4630,175.15368945,4.0,17.0,40.348885329,0
4631,243.07790007,2.0,50.0,36.906664969,0
4632,,,,15.529230143,0
4633,187.02181081,0.0,26.0,33.473373585,0
4634,102.78283553,0.0,10.0,23.247958281,0
4635,298.28291333,0.0,25.0,36.336564389,0
4636,145.29273612,0.0,9.0,22.984818991,0
4637,309.68358561,2.0,31.0,32.746506891,0
4638,293.23652482,2.0,36.0,,0
4639,229.3,7.0,36.0,,1
4640,84.233333333,5.0,19.0,,1
4641,254.51744803,2.0,50.0,37.90658567,0
4642,225.7525542,0.0,29.0,,1
4643,45.485801767,1.0,18.0,37.014140786,0
4644,,,,30.280354844,0
4645,296.93039006,0.0,25.0,38.493132607,0
4646,173.71494662,0.0,35.0,37.81236793,0
4647,101.63623493,2.0,24.0,29.095881268,0
4648,288.2296811,0.0,19.0,38.581332837,0
4649,81.166666667,2.0,15.0,,0
4650,193.96528716,0.0,25.0,34.594492544,0
4651,177.51124938,0.0,32.0,31.027335916,0
4652,80.098690968,1.0,17.0,35.442946765,0
4653,170.05674853,0.0,24.0,42.668454647,0
4654,126.54274617,0.0,18.0,26.273908099,0
4655,179.5402847,0.0,26.0,33.590455142,0
4656,471.88752664,,55.0,31.337807889,0
4657,197.96955851,0.0,26.0,33.130175892,0
4658,201.97675616,1.0,26.0,32.903468132,0
4659,99.376132515,1.0,24.0,28.495004812,0
4660,,,,15.443486052,0
4661,124.55994931,0.0,11.0,23.888121681,0
4662,194.87746019,0.0,12.0,39.210169634,0
4663,282.64992165,0.0,24.0,38.844801954,0
4664,136.55562165,3.0,26.0,35.565296678,0
4665,219.16757792,0.0,20.0,34.986140572,0
4666,142.34424975,3.0,25.0,35.979856239,0
4667,96.972678724,1.0,17.0,34.975655027,0
4668,122.5,2.0,20.0,,1
4669,93.166666667,0.0,23.0,,0
4670,473.81398606,,55.0,31.201174854,0
4671,91.862388359,,12.0,28.879570662,0
4672,108.65014117,0.0,18.0,26.127436677,0
4673,300.62518954,0.0,25.0,37.786175201,0
4674,83.111988152,1.0,15.0,29.855633501,0
4675,194.84216401,0.0,26.0,32.770147929,0
4676,122.74921636,0.0,19.0,28.125731087,0
4677,93.261713389,2.0,29.0,35.290583198,0
4678,181.63333333,2.0,22.0,,0
4679,225.36684849,0.0,20.0,34.079157691,0
4680,,,,17.263534849,0
4681,318.54616542,3.0,42.0,,1
4682,474.0270741,,55.0,31.463384548,0
4683,252.62206943,2.0,26.0,34.741847932,0
4684,324.13778352,0.0,34.0,38.709991448,0
4685,170.62943141,1.0,26.0,32.934291806,0
4686,118.15409152,0.0,11.0,23.265224918,0
4687,184.35578292,5.0,17.0,40.202630102,0
4688,45.62588779,6.0,49.0,46.996034289,1
4689,251.1883928,2.0,25.0,34.889241727,0
4690,73.715250636,1.0,18.0,35.441570262,0
4691,239.42607378,1.0,26.0,41.700530781,0
4692,306.87107786,2.0,28.0,30.120041947,0
4693,305.68234683,0.0,18.0,38.029738357,0
4694,300.7572856,0.0,19.0,40.134476763,0
4695,195.07035954,1.0,28.0,38.926156879,0
4696,183.79525849,5.0,18.0,40.604795833,0
4697,84.735617935,,12.0,28.457018931,0
4698,208.52326694,1.0,27.0,32.64426513,0
4699,187.66666667,4.0,35.0,,1
4700,242.46666667,4.0,23.0,,1
4701,302.98443202,2.0,28.0,30.956485836,0
4702,87.01103562,1.0,18.0,34.0310957,0
4703,126.64101955,0.0,32.0,48.569574037,1
4704,120.35142038,4.0,25.0,34.686088674,0
4705,120.08355192,1.0,19.0,42.929509267,0
4706,232.1188078,1.0,20.0,34.92549001,0
4707,124.19682654,1.0,18.0,26.275832415,0
4708,202.44732613,0.0,19.0,35.349211904,0
4709,164.77031037,1.0,25.0,39.345858588,0
4710,159.58344207,0.0,31.0,34.145871345,0
4711,55.937512295,0.0,14.0,62.110721871,1
4712,139.03333333,3.0,30.0,,0
4713,220.68715833,0.0,19.0,35.591655668,0
4714,293.23333333,0.0,36.0,,1
4715,94.078377582,,12.0,25.617845725,0
4716,163.3,2.0,46.0,,1
4717,311.93588947,0.0,19.0,39.421713903,0
4718,99.993715323,0.0,23.0,33.490354241,0
4719,154.5654328,0.0,24.0,42.695331274,0
4720,259.46652785,3.0,22.0,40.787975749,1
4721,112.96748332,0.0,8.0,21.263805377,0
4722,298.33333333,1.0,31.0,,0
4723,151.13333333,0.0,29.0,,0
4724,199.83333333,0.0,19.0,,0
4725,256.66666667,2.0,34.0,,0
4726,305.13312531,1.0,33.0,,0
4727,354.1,1.0,19.0,,0
4728,116.63333333,2.0,7.0,,0
4729,93.333333333,2.0,26.0,,0
4730,176.5,1.0,17.0,,0
4731,133.76666667,0.0,30.0,,0
4732,102.5,2.0,26.0,,0
4733,188.76821306,2.0,25.0,,0
4734,209.0,0.0,13.0,,0
4735,396.73333333,0.0,45.0,,0
4736,239.8,3.0,27.0,,0
4737,193.8,3.0,38.0,,0
4738,133.36666667,1.0,42.0,,0
4739,148.13333333,0.0,37.0,,0
4740,281.06666667,1.0,24.0,,0
4741,168.4,0.0,27.0,,0
4742,283.06666667,1.0,33.0,,0
4743,284.93333333,1.0,30.0,,0
4744,104.53333333,0.0,7.0,,1
4745,303.4,1.0,24.0,,0
4746,95.366666667,2.0,32.0,,0
4747,120.4,,39.0,,0
4748,149.16666667,0.0,21.0,,0
4749,201.83333333,4.0,43.0,,1
4750,95.366666667,2.0,15.0,,1
4751,87.2,1.0,27.0,,1
4752,203.2,0.0,23.0,,1
4753,90.6,3.0,19.0,,1
4754,126.4,2.0,24.0,,1
4755,119.36666667,0.0,6.0,,1
4756,230.1,2.0,44.0,,1
4757,228.06666667,2.0,35.0,,1
4758,10.133333333,,41.0,,1
4759,296.2,2.0,27.0,,1
4760,305.36666667,2.0,14.0,,1
4761,198.8,0.0,18.0,,1
4762,239.4,1.0,27.0,,1
4763,160.3,1.0,32.0,,1
4764,73.033333333,5.0,40.0,,1
4765,41.566666667,3.0,6.0,,1
4766,301.3,4.0,46.0,,1
4767,148.13333333,4.0,53.0,,1
4768,144.03333333,2.0,40.0,,1
4769,125.83333333,7.0,23.0,,1
4770,198.86666667,2.0,28.0,,1
4771,134.76666667,3.0,33.0,,1
4772,106.8,1.0,27.0,,1
4773,101.46666667,0.0,4.0,,1
4774,196.83333333,1.0,29.0,,1
4775,262.33333333,3.0,30.0,,1
4776,194.8,1.0,14.0,,1
4777,105.53333333,8.0,16.0,,1
4778,119.66666667,1.0,21.0,,1
4779,114.66666667,3.0,22.0,,1
4780,63.9,3.0,9.0,,1
4781,,0.0,0.0,,1
4782,83.052647472,1.0,27.0,45.743949059,1
4783,107.14476083,,12.0,27.779905337,0
4784,119.53052541,,39.0,30.65881623,0
4785,88.933333333,,14.0,,0
4786,129.54959324,0.0,19.0,29.427733682,0
4787,232.05112346,4.0,24.0,40.645479766,0
4788,248.85150089,0.0,7.0,26.027040254,0
4789,,,,27.950475129,0
4790,304.19515319,,12.0,31.599464331,0
4791,170.48072082,0.0,16.0,41.52143161,0
4792,288.00802523,2.0,29.0,32.550837642,0
4793,101.92513294,1.0,25.0,30.444119256,0
4794,303.09508449,,13.0,31.688818252,0
4795,193.25257944,1.0,22.0,33.715351649,0
4796,307.74973593,0.0,19.0,39.277021984,0
4797,141.93813032,0.0,29.0,40.62020969,0
4798,183.6314283,1.0,22.0,33.665534117,0
4799,125.79586391,0.0,29.0,38.372223501,0
4800,318.90133251,,13.0,31.32456596,0
4801,279.19802143,1.0,37.0,42.987979461,0
4802,313.33622787,,12.0,31.295069566,0
4803,197.63347142,3.0,37.0,35.980542351,0
4804,135.66507023,4.0,26.0,34.565876305,0
4805,73.317884984,2.0,25.0,28.165930143,0
4806,353.99083647,1.0,18.0,39.87670703,0
4807,88.606337474,2.0,31.0,42.050244454,0
4808,284.91367043,0.0,29.0,39.518017085,0
4809,116.44076966,0.0,11.0,22.459369364,0
4810,211.20898093,1.0,20.0,34.767948845,0
4811,199.48646366,0.0,19.0,23.652339813,0
4812,166.82201,0.0,30.0,39.025926424,0
4813,181.45136816,0.0,26.0,32.923860468,0
4814,194.70131583,0.0,25.0,35.274460982,0
4815,92.583557,1.0,26.0,30.420914823,0
4816,281.9286846,1.0,30.0,40.874619093,0
4817,302.43122405,,12.0,31.258328648,0
4818,188.57465948,0.0,27.0,39.963887657,0
4819,128.42308654,0.0,8.0,21.05500114,0
4820,148.72977821,0.0,21.0,37.239696741,0
4821,151.12147952,0.0,21.0,35.590326769,0
4822,85.314143075,0.0,22.0,35.571294933,0
4823,143.83135388,4.0,25.0,35.326912601,0
4824,304.00415592,1.0,28.0,31.360727251,0
4825,227.08692441,0.0,19.0,36.444430994,0
4826,187.19250991,0.0,27.0,38.656846663,0
4827,366.11015141,1.0,18.0,36.27844415,0
4828,303.01408346,2.0,36.0,41.715110686,0
4829,307.87619897,1.0,35.0,43.469263374,0
4830,79.163259538,2.0,14.0,27.179225539,0
4831,125.40746401,0.0,11.0,25.181498839,0
4832,280.57384454,0.0,24.0,38.740801417,0
4833,249.83618476,2.0,25.0,31.658786411,0
4834,258.14736866,1.0,25.0,33.193875534,0
4835,189.13668831,0.0,22.0,30.746724366,0
4836,195.45133124,0.0,25.0,35.200864505,0
4837,303.73793473,1.0,27.0,16.644674498,1
4838,245.26785331,5.0,23.0,42.138106434,0
4839,192.6716931,1.0,14.0,35.759760239,1
4840,81.49211941,0.0,22.0,34.36469831,0
4841,266.50672409,1.0,34.0,41.617983034,0
4842,305.75970536,2.0,29.0,32.72167844,0
4843,211.03333333,1.0,27.0,,0
4844,254.33618951,1.0,34.0,43.136770157,0
4845,5.2433410438,,41.0,42.93355731,1
4846,110.62012706,1.0,16.0,33.760748359,0
4847,349.94092953,0.0,19.0,37.820054519,0
4848,281.22191088,1.0,33.0,39.543341495,0
4849,130.15042286,0.0,29.0,37.195249012,0
4850,87.26384702,,12.0,27.529497704,0
4851,133.9564941,,38.0,32.425629947,0
4852,82.293507238,3.0,15.0,28.078994114,0
4853,323.0225718,0.0,35.0,37.575821975,0
4854,,0.0,0.0,33.051073753,1
4855,114.96849873,0.0,19.0,26.484886371,0
4856,126.27780817,1.0,19.0,40.250738027,0
4857,187.86251838,,17.0,39.427890157,1
4858,204.67790067,0.0,26.0,35.860087635,0
4859,135.74061354,0.0,19.0,28.040793179,0
4860,308.95819842,1.0,31.0,34.357866,0
4861,117.43236504,1.0,6.0,39.257912029,0
4862,123.75685647,0.0,18.0,27.47115778,0
4863,240.21701392,3.0,51.0,39.048427763,0
4864,151.96934115,0.0,27.0,33.159940628,0
4865,95.595496082,,12.0,27.503570973,0
4866,105.7836806,2.0,24.0,29.866278228,0
4867,89.169267306,,13.0,28.865282118,0
4868,289.20089863,1.0,24.0,37.316207652,0
4869,100.67686562,,13.0,28.116067418,0
4870,290.47827682,0.0,30.0,37.734940524,0
4871,260.74198887,2.0,50.0,37.379974648,0
4872,105.42535396,1.0,25.0,42.670275302,0
4873,140.71275774,2.0,30.0,41.669963714,0
4874,310.50009981,1.0,24.0,38.738649619,0
4875,245.67947059,2.0,51.0,38.973539329,0
4876,112.63333333,3.0,27.0,,0
4877,135.9,2.0,19.0,,1
4878,222.24219828,5.0,24.0,42.93996933,0
4879,307.40290366,2.0,35.0,36.763824165,1
4880,,,,14.461987334,0
4881,104.40647219,0.0,27.0,42.677450653,1
4882,199.09130807,0.0,27.0,39.002928326,0
4883,,0.0,0.0,35.028856424,1
4884,231.79420106,3.0,24.0,43.671281432,0
4885,187.87142092,0.0,29.0,40.033218625,0
4886,87.625382168,1.0,32.0,40.929954323,0
4887,185.11257638,1.0,28.0,38.368890383,0
4888,220.72951888,0.0,13.0,42.358128042,0
4889,97.086150555,2.0,25.0,30.619786755,0
4890,114.8074121,2.0,24.0,31.142957048,0
4891,100.80094267,1.0,25.0,41.00583277,0
4892,118.03113124,0.0,10.0,23.085478541,0
4893,184.26666667,1.0,20.0,,0
4894,102.96034553,2.0,26.0,41.277127172,0
4895,126.47306563,0.0,20.0,40.769061823,0
4896,397.87068918,0.0,44.0,41.869893336,0
4897,218.48527507,0.0,22.0,41.210107042,1
4898,104.5662029,2.0,26.0,29.296633491,0
4899,,,,30.829477167,0
4900,217.94482804,0.0,13.0,41.135649383,0
4901,132.10711721,0.0,29.0,40.205292882,0
4902,176.27148929,0.0,28.0,39.745002842,0
4903,148.81628466,0.0,8.0,22.06576364,0
4904,123.64448805,0.0,9.0,22.925136063,0
4905,291.07202753,1.0,33.0,40.772283258,0
4906,128.44716991,0.0,18.0,27.98945739,0
4907,295.54600578,0.0,31.0,33.241096011,0
4908,209.08528296,1.0,19.0,36.18947433,0
4909,89.599815077,,12.0,28.546478459,0
4910,134.85324273,0.0,42.0,40.398114335,0
4911,109.21115611,3.0,22.0,31.809085921,1
4912,101.19760679,3.0,26.0,32.598401872,0
4913,73.858496717,2.0,14.0,28.243062567,0
4914,190.99656481,0.0,22.0,31.16238948,1
4915,188.37580185,5.0,18.0,40.504855047,0
4916,34.666666667,6.0,28.0,,1
4917,182.17137213,1.0,27.0,38.48048457,0
4918,133.66949395,0.0,18.0,26.573930791,0
4919,185.54351198,0.0,16.0,40.642278896,0
4920,189.75535052,0.0,19.0,24.874615108,0
4921,90.16369704,0.0,23.0,34.098931734,0
4922,94.12956341,0.0,23.0,32.127562739,0
4923,80.168479422,2.0,11.0,31.983686037,1
4924,98.809374842,0.0,23.0,34.565944252,0
4925,246.31867494,3.0,23.0,43.215233511,1
4926,186.91446699,0.0,35.0,38.707779709,0
4927,242.29015949,2.0,51.0,35.457658789,0
4928,218.59599134,0.0,18.0,26.55949496,0
4929,191.57344003,4.0,18.0,40.767401412,0
4930,295.6669448,1.0,29.0,37.917272876,0
4931,485.94535834,,55.0,33.239355484,0
4932,204.11441471,0.0,19.0,34.83482969,0
4933,152.3539807,0.0,20.0,36.356309397,0
4934,125.76666667,0.0,23.0,,1
4935,171.43333333,3.0,58.0,,1
4936,230.68023074,0.0,19.0,37.996923331,0
4937,290.75850449,0.0,24.0,36.977518905,0
4938,130.19241813,0.0,18.0,28.154134662,0
4939,126.98795944,0.0,11.0,25.623638507,0
4940,174.62101544,2.0,21.0,33.673146444,0
4941,79.331459835,,13.0,20.517146277,0
4942,300.83595806,2.0,28.0,30.071402046,0
4943,304.85246909,1.0,31.0,33.193949357,0
4944,248.48194525,1.0,33.0,43.112190673,0
4945,96.528316157,,14.0,23.318650008,0
4946,294.75203341,1.0,29.0,33.19212531,0
4947,,,,15.567001073,0
4948,161.2876716,0.0,27.0,34.130003661,0
4949,202.59264703,0.0,18.0,23.290234477,0
4950,286.44820425,1.0,31.0,41.173805047,0
4951,106.65229841,0.0,6.0,22.508172514,1
4952,140.5532102,1.0,10.0,24.098266761,0
4953,181.35859173,4.0,17.0,39.187361612,0
4954,107.17711768,2.0,31.0,38.552978748,0
4955,90.016091544,1.0,31.0,39.39066028,0
4956,343.78712232,1.0,18.0,38.113555937,0
4957,331.35288565,0.0,23.0,37.545837379,0
4958,286.18165514,0.0,29.0,39.676304649,0
4959,204.02898979,0.0,35.0,39.800879561,0
4960,169.03209387,0.0,28.0,41.089569186,0
4961,129.93392053,2.0,19.0,,1
4962,97.314887744,2.0,25.0,40.312697726,0
4963,128.48325812,0.0,18.0,27.837509605,0
4964,92.855129432,2.0,15.0,27.217028651,0
4965,204.91733941,2.0,38.0,35.725852186,0
4966,310.34814574,0.0,35.0,38.235086271,0
4967,299.21725229,1.0,30.0,34.368269329,0
4968,261.47087199,0.0,23.0,40.08504815,0
4969,184.65609577,0.0,19.0,23.54869835,0
4970,234.22154725,1.0,20.0,37.158294824,0
4971,193.85371322,0.0,19.0,24.893781127,0
4972,70.253394593,,14.0,28.207435743,0
4973,296.56015445,2.0,35.0,43.807293163,0
4974,92.577224078,,13.0,27.924000892,0
4975,90.080326966,,12.0,28.688500322,0
4976,105.6387889,2.0,26.0,29.928636834,0
4977,405.43042921,0.0,44.0,42.341626392,0
4978,106.60930741,1.0,26.0,42.769386705,0
4979,195.84762449,2.0,37.0,36.018495649,0
4980,184.3849541,2.0,21.0,31.489905776,0
4981,310.61455492,0.0,24.0,38.109978597,0
4982,151.62870365,0.0,20.0,38.159622791,0
4983,221.50683161,3.0,26.0,20.269918789,0
4984,228.01513165,3.0,26.0,17.872195182,0
4985,234.4,2.0,24.0,,0
4986,172.57083327,0.0,17.0,43.35819405,0
4987,255.41551402,3.0,51.0,37.652919106,0
4988,122.45686327,,39.0,32.698800459,0
4989,173.49539211,2.0,21.0,32.349412052,0
4990,480.35601368,,56.0,33.714239099,0
4991,97.278349271,1.0,26.0,42.334245998,0
4992,145.88249239,3.0,29.0,38.972486705,0
4993,114.35918901,2.0,7.0,37.075471865,0
4994,99.37716841,2.0,26.0,28.876723751,0
4995,194.22774484,1.0,16.0,40.854864993,0
4996,135.44094715,0.0,8.0,20.161387851,0
4997,139.51054588,0.0,30.0,38.427444569,0
4998,229.30702576,1.0,50.0,37.740918996,0
4999,102.75290244,,14.0,20.353582085,0
5000,313.2053014,0.0,30.0,36.359104168,0
5001,312.90880367,0.0,24.0,37.830163787,0
5002,127.4120114,0.0,10.0,22.289490827,0
5003,190.86047721,2.0,25.0,42.031639133,0
5004,214.03253889,0.0,17.0,1.8555399803,1
5005,88.3,6.0,16.0,,0
5006,195.23333333,1.0,7.0,,1
5007,177.5,0.0,22.0,,1
5008,97.265658469,1.0,31.0,40.12650973,0
5009,225.32367218,1.0,19.0,35.734856373,0
5010,144.19203429,0.0,9.0,22.813867857,0
5011,282.44500782,0.0,30.0,41.288882375,0
5012,153.94242808,0.0,27.0,32.200811209,0
5013,187.46666667,2.0,34.0,,1
5014,197.39171326,0.0,35.0,40.514989578,0
5015,133.44811044,0.0,29.0,39.229711537,0
5016,187.14082357,2.0,37.0,35.270113219,0
5017,84.583010054,1.0,33.0,41.342343086,0
5018,197.52410245,1.0,27.0,36.878389116,0
5019,137.53887762,2.0,37.0,42.571889924,1
5020,278.60356404,0.0,30.0,39.529903612,0
5021,236.06597186,2.0,23.0,36.939319169,0
5022,289.58172299,0.0,25.0,38.129711796,0
5023,156.2294564,0.0,36.0,39.210272093,0
5024,98.240520895,5.0,15.0,34.154228193,0
5025,194.67979612,0.0,34.0,40.479243579,0
5026,290.08059139,1.0,32.0,39.042204499,0
5027,162.12582,0.0,27.0,35.095519931,0
5028,126.70731968,0.0,19.0,27.056726972,0
5029,280.80760568,1.0,23.0,39.891654292,0
5030,290.57883702,1.0,32.0,41.741201045,0
5031,232.64617336,1.0,24.0,34.117532893,0
5032,111.99557084,1.0,11.0,22.959806769,0
5033,331.25655711,0.0,34.0,37.000883221,0
5034,215.968328,1.0,19.0,36.946997493,0
5035,147.93879535,0.0,36.0,40.904321038,0
5036,201.96787517,0.0,13.0,40.162160653,0
5037,323.26238295,0.0,35.0,37.272271308,0
5038,217.21148262,0.0,20.0,35.18585706,0
5039,114.46195526,7.0,16.0,2.8302971697,1
5040,243.94209954,2.0,23.0,34.509656884,0
5041,175.07505804,1.0,22.0,33.059933638,0
5042,84.766624812,5.0,15.0,36.191458547,0
5043,184.71163469,1.0,27.0,39.848391232,0
5044,476.72828095,,55.0,31.181661193,0
5045,199.73871138,1.0,29.0,76.421478047,1
5046,200.41702708,0.0,6.0,71.512110567,1
5047,315.81891124,0.0,23.0,38.325989849,0
5048,85.250840722,,13.0,20.837255468,0
5049,287.27599243,1.0,32.0,41.499060427,0
5050,70.281905709,0.0,22.0,34.396301781,0
5051,294.70019205,2.0,36.0,43.908645333,0
5052,115.7,2.0,19.0,,1
5053,89.112173485,1.0,17.0,32.791478032,0
5054,132.34739209,0.0,19.0,41.130706684,0
5055,185.20581113,3.0,38.0,34.650649126,0
5056,91.209976228,0.0,22.0,34.597191903,0
5057,294.89276272,1.0,36.0,42.397248986,0
5058,131.4096343,0.0,21.0,36.369027462,0
5059,291.59168152,1.0,29.0,39.370858155,0
5060,468.1781224,,55.0,30.55300542,0
5061,280.3437201,0.0,35.0,33.227763077,1
5062,91.874211097,2.0,31.0,38.497154977,0
5063,125.71604137,1.0,20.0,43.133844895,0
5064,122.29444677,1.0,18.0,24.355759583,0
5065,331.1139721,0.0,34.0,40.566551898,0
5066,164.3,3.0,19.0,,0
5067,166.36666667,1.0,34.0,,1
5068,203.8613989,0.0,26.0,37.11235228,0
5069,212.64422077,0.0,27.0,36.997793604,0
5070,132.57854459,2.0,30.0,39.305739117,0
5071,85.179503348,,14.0,23.691176013,0
5072,200.14145359,1.0,20.0,26.248756632,0
5073,275.84323074,1.0,24.0,40.133220412,0
5074,133.09973693,0.0,8.0,22.71865262,0
5075,87.474223059,,13.0,20.927415374,0
5076,128.8,0.0,22.0,,1
5077,349.51426763,2.0,18.0,37.420847161,0
5078,92.140029015,6.0,15.0,33.535547201,0
5079,101.3129167,1.0,26.0,31.124553856,0
5080,92.514030362,2.0,15.0,29.741908938,0
5081,113.03673652,2.0,6.0,37.837863874,0
5082,103.81628973,0.0,10.0,24.258677221,0
5083,117.15216054,3.0,27.0,34.206008445,0
5084,93.060342618,1.0,25.0,27.361339812,0
5085,165.91933287,0.0,20.0,36.170905486,0
5086,183.37628836,0.0,34.0,40.287479925,0
5087,124.2746965,0.0,18.0,29.732489312,0
5088,295.47144922,1.0,30.0,34.766949696,0
5089,141.98123448,0.0,30.0,39.546507583,0
5090,150.59619803,0.0,29.0,40.880494666,0
5091,186.77854794,3.0,38.0,34.81068944,0
5092,134.6489043,7.0,23.0,45.25528966,1
5093,273.34175724,0.0,24.0,37.639947331,0
5094,170.07232349,1.0,20.0,23.809820262,0
5095,153.79590463,0.0,20.0,39.085006344,0
5096,99.693832459,1.0,31.0,42.343420263,0
5097,287.22679628,0.0,30.0,38.486948668,0
5098,139.13259829,0.0,28.0,39.173553951,0
5099,167.74173154,0.0,19.0,26.210175973,0
5100,96.070687876,0.0,22.0,34.517790505,0
5101,135.35974766,,38.0,32.794976443,0
5102,300.57451085,3.0,45.0,32.560359399,1
5103,80.792693759,6.0,16.0,34.268228014,0
5104,82.660269477,2.0,14.0,29.609847557,0
5105,244.1654213,3.0,26.0,21.241194773,0
5106,101.88661478,,14.0,20.808196179,0
5107,328.16812274,0.0,35.0,39.159553757,0
5108,175.20096024,0.0,26.0,33.747826295,0
5109,144.09346485,0.0,37.0,41.482803685,0
5110,211.10827714,0.0,12.0,39.110297625,0
5111,284.3680179,2.0,13.0,34.627659402,1
5112,87.379007649,,14.0,20.588214357,0
5113,154.43784762,0.0,27.0,33.373813672,0
5114,89.264427411,1.0,25.0,39.664822994,0
5115,146.65622021,3.0,29.0,42.159936538,0
5116,197.8,0.0,11.0,,1
5117,155.64704116,2.0,19.0,39.489317202,0
